N1,N2,Ts,alpha1*,alpha2*,alpha*,gamI-Day1,gamI-Day2,gamI-Day3,gamI-Day4,gamI-Day5,gamI-Day6,gamI-Day7,gamI-Day8,gamI-Day9,gamI-Day10,gamI-Day11,gamI-Day12,gamI-Day13,gamI-Day14
1666085,855179,1206.431559,1,0,1,"[5.285714286, 6.428571429]","[6.791710924, 7.796111832]","[8.671736918, 9.469577026]","[11.01466642, 11.51883761]","[13.93014433, 14.02984179]","[17.55340396, 17.10831907]","[22.05119552, 20.88433429]","[27.62907954, 25.51788522]","[34.54039546, 31.20577945]","[43.09728539, 38.1900785]","[53.68423644, 46.76845914]","[66.77470517, 57.30691611]","[82.95150891, 70.25531891]","[102.9318109, 86.16643849]"
623490,761766,3380.714724,0,1,2,"[5.428571429, 8.285714286]","[5.608011389, 9.277791251]","[5.848518679, 10.35246535]","[6.151293026, 11.52014234]","[6.518231246, 12.79203812]","[6.951930572, 14.18028762]","[7.45570001, 15.69806114]","[8.033579617, 17.35968944]","[8.690367687, 19.18079867]","[9.431655924, 21.17845636]","[10.26387276, 23.37132981]","[11.19433507, 25.77985821]","[12.23130856, 28.42643997]","[13.38407732, 31.33563699]"
1210809,1692886,1989.084512,0,1,2,"[7.428571429, 4.571428571]","[8.595735636, 5.95099402]","[9.96869776, 7.637374336]","[11.58588813, 9.69331007]","[13.49309263, 12.19399134]","[15.74487323, 15.22949692]","[18.40626307, 18.9077074]","[21.55478891, 23.35778366]","[25.28288362, 28.7343191]","[29.70076325, 35.22229436]","[34.93985728, 43.04298743]","[41.15689656, 52.46101977]","[48.53878313, 63.79275219]","[57.30838827, 77.41628257]"
814866,889866,2834.160063,1,0,1,"[7.571428571, 0.714285714]","[9.324165984, 1.42914214]","[11.52700233, 2.388025235]","[14.30034928, 3.66222925]","[17.79728029, 5.342970633]","[22.21241478, 7.546868504]","[27.79321025, 10.42292018]","[34.85430725, 14.16137552]","[43.79573954, 19.00502022]","[55.12603118, 25.26351265]","[69.49145757, 33.33158411]","[87.71306026, 43.71211842]","[110.8333831, 57.04537948]","[140.1753347, 74.14595711]"
1479801,1779284,691.4025965,0,1,2,"[2.285714286, 3.714285714]","[2.521359682, 4.179574306]","[2.786939306, 4.699672153]","[3.085960916, 5.281183303]","[3.422355609, 5.931500386]","[3.800528321, 6.658899041]","[4.225414346, 7.472643558]","[4.702542593, 8.383105097]","[5.23810643, 9.401894067]","[5.83904299, 10.54200827]","[6.513121895, 11.81799864]","[7.269044596, 13.24615476]","[8.116555506, 14.84471233]","[9.066566415, 16.6340855]"
1756540,834328,702.8532626,1,0,1,"[5.428571429, 0.428571429]","[5.927934788, 0.854818974]","[6.513360817, 1.366067563]","[7.200877173, 1.978330209]","[8.009514615, 2.710622506]","[8.961869608, 3.58552495]","[10.08477221, 4.629850349]","[11.41007887, 5.875435919]","[12.97561334, 7.360083183]","[14.82628346, 9.128673104]","[17.01540616, 11.23448889]","[19.60627967, 13.74078478]","[22.67404851, 16.72264615]","[26.30791535, 20.26919431]"
1658960,1012382,1105.87284,0,1,2,"[5.857142857, 8.0]","[6.311326741, 9.331432017]","[6.842855495, 10.86896767]","[7.463675788, 12.64469873]","[8.187593995, 14.69570379]","[9.030564965, 17.06482109]","[10.01102533, 19.80153981]","[11.1502784, 22.96302873]","[12.47293837, 26.61532227]","[14.00744291, 30.83468795]","[15.78664456, 35.70920208]","[17.8484929, 41.34056518]","[20.23682078, 47.84619095]","[23.00225112, 55.36161145]"
724244,1032626,2515.644765,1,0,1,"[3.285714286, 1.0]","[3.576402, 1.016425806]","[3.889675879, 1.03825381]","[4.227468515, 1.065677558]","[4.591866009, 1.098921882]","[4.985120821, 1.138244506]","[5.409665644, 1.183937856]","[5.868128383, 1.236331056]","[6.36334834, 1.295792151]","[6.898393688, 1.362730553]","[7.476580344, 1.437599728]","[8.101492362, 1.520900153]","[8.777003962, 1.613182548]","[9.507303333, 1.715051404]"
685947,1786323,3459.048221,0,1,2,"[3.0, 4.285714286]","[3.497247073, 4.874004673]","[4.068102623, 5.54919857]","[4.723445726, 6.324142192]","[5.475762152, 7.213579796]","[6.339381305, 8.234433843]","[7.330747881, 9.406126312]","[8.468733629, 10.75094755]","[9.774994491, 12.29447897]","[11.27438051, 14.06607837]","[12.99540514, 16.0994359]","[14.9707837, 18.43321216]","[17.23804976, 21.1117693]","[19.84026139, 24.18600907]"
1620817,1660969,2809.565463,1,0,1,"[4.571428571, 7.714285714]","[5.328836083, 7.041120302]","[6.087055768, 6.475946454]","[6.85303171, 6.006649339]","[7.633335432, 5.622772771]","[8.434250215, 5.315316801]","[9.261847384, 5.076561583]","[10.12205576, 4.899914281]","[11.02072529, 4.779776252]","[11.96368588, 4.711427819]","[12.95680227, 4.690928527]","[14.00602567, 4.715030939]","[15.11744284, 4.781106342]","[16.29732328, 4.887080906]"
875136,1629673,2413.74328,0,1,2,"[6.571428571, 6.714285714]","[6.450992027, 7.60636323]","[6.363851307, 8.556079108]","[6.310119125, 9.569669499]","[6.290093456, 10.6538309]","[6.304262422, 11.81576485]","[6.3533103, 13.0632261]","[6.438124697, 14.40457462]","[6.559804965, 15.84883186]","[6.719671902, 17.40574142]","[6.919278831, 19.08583473]","[7.160424127, 20.90050214]","[7.445165292, 22.86206979]","[7.775834654, 24.98388273]"
659040,1471180,1897.478222,0,1,2,"[3.714285714, 2.714285714]","[3.913862532, 3.348135867]","[4.171626373, 4.086689662]","[4.496749533, 4.948874976]","[4.900085093, 5.956952837]","[5.394461504, 7.137108158]","[5.995029307, 8.520144729]","[6.719669236, 10.14230294]","[7.589472377, 12.04622166]","[8.629305006, 14.28206947]","[9.868473118, 16.90887538]","[11.3415038, 19.99609337]","[13.08906379, 23.62544148]","[15.15903948, 27.89306411]"
1303695,676976,2298.79558,0,1,2,"[3.285714286, 4.285714286]","[3.500872313, 4.849535339]","[3.738511892, 5.474639846]","[4.001051878, 6.167630273]","[4.291171539, 6.935819063]","[4.611838531, 7.787304698]","[4.966339887, 8.731055891]","[5.358316317, 9.777004739]","[5.791800172, 10.93614973]","[6.271257457, 12.22066965]","[6.801634332, 13.64404956]","[7.388408566, 15.22122005]","[8.037646464, 16.9687111]","[8.756065842, 18.90482216]"
1516667,1305688,1950.846363,0,1,2,"[2.0, 5.714285714]","[1.925654424, 5.908961298]","[1.862375822, 6.107356971]","[1.809183711, 6.309798082]","[1.765197831, 6.516598707]","[1.729628347, 6.728063382]","[1.701767022, 6.944488691]","[1.680979272, 7.16616471]","[1.666696992, 7.393376336]","[1.658412117, 7.626404494]","[1.655670807, 7.865527255]","[1.658068215, 8.111020858]","[1.665243762, 8.363160662]","[1.676876891, 8.622222017]"
771854,951355,1837.046305,1,0,1,"[6.285714286, 2.285714286]","[6.470620013, 2.633578543]","[6.684393369, 2.99140454]","[6.92783684, 3.36078927]","[7.2018852, 3.743372723]","[7.507608935, 4.14084518]","[7.846218248, 4.554954692]","[8.219067695, 4.987514769]","[8.627661455, 5.440412338]","[9.073659225, 5.91561594]","[9.558882789, 6.41518425]","[10.08532328, 6.941274965]","[10.65514923, 7.496154132]","[11.27071522, 8.082205763]"
1789475,876928,2700.314493,0,1,2,"[2.142857143, 7.428571429]","[2.355001567, 8.09391581]","[2.584440657, 8.819891434]","[2.832921811, 9.611910186]","[3.102331159, 10.47587673]","[3.394707899, 11.41823207]","[3.712259724, 12.44600111]","[4.057379454, 13.5668444]","[4.432663006, 14.78911457]","[4.840928812, 16.12191777]","[5.285238847, 17.57518054]","[5.768921408, 19.15972262]","[6.295595809, 20.88733616]","[6.869199166, 22.77087192]"
1551056,840523,2536.262528,0,1,2,"[0.571428571, 8.285714286]","[1.575914018, 10.21069986]","[2.873926256, 12.68429357]","[4.549605522, 15.86360752]","[6.711184231, 19.95070417]","[9.497874742, 25.20542456]","[13.08871939, 31.96185641]","[17.71395717, 40.64946081]","[23.66961566, 51.82015318]","[31.33623049, 66.18297789]","[41.20283913, 84.64844259]","[53.89770342, 108.3851034]","[70.22758752, 138.8916066]","[91.22788774, 178.0881369]"
900590,1083897,2704.771082,1,0,1,"[5.571428571, 3.714285714]","[6.626402141, 3.786941889]","[7.84094395, 3.921251755]","[9.242400591, 4.122691468]","[10.86247632, 4.398061869]","[12.7379545, 4.755665104]","[14.91153505, 5.205513667]","[17.43280654, 5.759576718]","[20.35937524, 6.432069563]","[23.75817461, 7.239792573]","[27.70698622, 8.202527738]","[32.2962026, 9.34350117]","[37.63087297, 10.68992253]","[43.83307278, 12.27361261]"
812490,900003,1139.800036,1,0,1,"[6.142857143, 3.142857143]","[6.599888162, 3.2344455]","[7.086886419, 3.344405813]","[7.606163327, 3.472937257]","[8.160173817, 3.620353293]","[8.751528065, 3.787080476]","[9.383003873, 3.973658017]","[10.05755976, 4.180738075]","[10.77834882, 4.409086765]","[11.54873341, 4.659585858]","[12.37230078, 4.933235176]","[13.25287967, 5.231155671]","[14.19455786, 5.554593178]","[15.20170092, 5.904922847]"
789169,965071,470.439289,0,1,2,"[0.857142857, 3.428571429]","[1.121818388, 3.816712914]","[1.433248366, 4.257530457]","[1.798862191, 4.758736031]","[2.227235052, 5.329200606]","[2.728262895, 5.979129683]","[3.31336397, 6.720265435]","[3.99571104, 7.566119531]","[4.790498718, 8.532241108]","[5.715251449, 9.63652542]","[6.790178081, 10.89956911]","[8.038580038, 12.34507912]","[9.487321303, 14.00034348]","[11.16736909, 15.89677285]"
632418,1482789,470.4845258,0,1,2,"[6.714285714, 1.714285714]","[7.11345296, 2.543018206]","[7.560986484, 3.48259552]","[8.063097354, 4.547327735]","[8.626795998, 5.753367557]","[9.259994903, 7.118947122]","[9.971624474, 8.66464515]","[10.77176365, 10.41368814]","[11.67178727, 12.39229024]","[12.68453222, 14.63003632]","[13.82448459, 17.16031376]","[15.10799095, 20.02079958]","[16.55349613, 23.25400897]","[18.18181119, 26.90791334]"
784806,1043315,956.5710533,1,0,1,"[3.285714286, 4.142857143]","[3.770256795, 4.308871608]","[4.297512796, 4.489129823]","[4.871219502, 4.684878081]","[5.495440548, 4.897471659]","[6.174594396, 5.128384326]","[6.913485203, 5.37921868]","[7.717336342, 5.651717384]","[8.591826824, 5.947775374]","[9.543130841, 6.269453127]","[10.57796071, 6.618991077]","[11.70361352, 6.998825282]","[12.92802171, 7.411604439]","[14.25980804, 7.860208371]"
1487654,1198579,2901.122873,1,0,1,"[0.428571429, 7.0]","[1.134755287, 6.94502892]","[1.873172536, 6.936661087]","[2.650087118, 6.976441672]","[3.472246801, 7.066304939]","[4.346946783, 7.208601071]","[5.2820993, 7.406126817]","[6.286309832, 7.662160261]","[7.36896076, 7.980500146]","[8.540303268, 8.365510148]","[9.811558345, 8.822168574]","[11.19502795, 9.356124001]","[12.70421739, 9.97375746]","[14.35397022, 10.68225179]"
876728,1672294,1063.454592,1,0,1,"[3.857142857, 3.428571429]","[4.043271181, 3.464278755]","[4.231376288, 3.512169544]","[4.422115568, 3.571421209]","[4.616102173, 3.641330688]","[4.813911454, 3.721301217]","[5.016086676, 3.810830698]","[5.223144115, 3.909501478]","[5.435577593, 4.016971353]","[5.653862542, 4.132965667]","[5.878459658, 4.257270326]","[6.109818123, 4.3897258]","[6.348378539, 4.530221775]","[6.594575631, 4.678692391]"
670551,1035296,2616.58402,0,1,2,"[5.285714286, 2.285714286]","[5.637277435, 2.956692527]","[6.053114091, 3.730027444]","[6.543371022, 4.6221676]","[7.119818581, 5.652188797]","[7.796109751, 6.842213318]","[8.588080445, 8.217895942]","[9.514097519, 9.808987155]","[10.59546197, 11.64998567]","[11.85687632, 13.7808948]","[13.32698562, 16.24809797]","[15.03900457, 19.10537344]","[17.03144286, 22.41506817]","[19.34894565, 26.24945762]"
1644992,989871,3265.732233,0,1,2,"[7.0, 7.142857143]","[7.132542169, 8.659858891]","[7.306217817, 10.38540448]","[7.52646119, 12.3500592]","[7.799508419, 14.58881049]","[8.132513342, 17.14170671]","[8.53367994, 20.05458698]","[9.012413983, 23.37991607]","[9.579496311, 27.17773726]","[10.24728117, 31.51676166]","[11.02992285, 36.47561129]","[11.94363471, 42.14423699]","[13.00698529, 48.62553714]","[14.24123639, 56.03720076]"
1097278,633769,2310.388229,1,0,1,"[7.857142857, 2.428571429]","[8.888414374, 2.602988651]","[10.04701322, 2.815777985]","[11.34958104, 3.069869646]","[12.81481631, 3.36880018]","[14.46374112, 3.716761104]","[16.32000092, 4.118657075]","[18.41020115, 4.580174364]","[20.76428528, 5.107860498]","[23.41595976, 5.709216238]","[26.40317162, 6.392801119]","[29.76864487, 7.168353898]","[33.56048312, 8.0469296]","[37.83284665, 9.041055009]"
1754207,811846,3499.614269,0,1,2,"[7.0, 4.142857143]","[7.233152452, 5.145679737]","[7.498209224, 6.268821829]","[7.799063666, 7.527036656]","[8.140086037, 8.936881557]","[8.526181772, 10.51693767]","[8.962856885, 12.28805633]","[9.456291301, 14.27363512]","[10.01342106, 16.49992701]","[10.64203054, 18.99638678]","[11.35085588, 21.79605891]","[12.14970076, 24.9360116]","[13.04956632, 28.45782242]","[14.06279663, 32.4081215]"
1000653,1099279,2197.732782,0,1,2,"[1.285714286, 1.571428571]","[1.335779035, 1.71815442]","[1.395605206, 1.872187183]","[1.465150486, 2.034554393]","[1.544469471, 2.206298825]","[1.633708004, 2.388487634]","[1.73309877, 2.582221126]","[1.842958006, 2.788641303]","[1.96368323, 3.008940255]","[2.0957519, 3.244368514]","[2.239720936, 3.496243422]","[2.396227041, 3.765957616]","[2.565987761, 4.054987696]","[2.749803274, 4.364903149]"
1639600,1038470,822.8476322,1,0,1,"[3.714285714, 4.714285714]","[3.969225163, 4.497567271]","[4.230784099, 4.307947652]","[4.499792734, 4.143588053]","[4.77707998, 4.002825926]","[5.063476936, 3.884161234]","[5.359820251, 3.786243909]","[5.666955367, 3.707862435]","[5.985739683, 3.647933432]","[6.317045636, 3.605492194]","[6.661763732, 3.579684048]","[7.020805537, 3.56975653]","[7.395106606, 3.575052335]","[7.785629428, 3.595002871]"
1500054,1656143,3287.141795,1,0,1,"[6.0, 7.571428571]","[6.634023537, 7.516519061]","[7.286009794, 7.500850722]","[7.958804502, 7.523385337]","[8.65528829, 7.583302443]","[9.378390279, 7.679989851]","[10.13110158, 7.813035434]","[10.91648877, 7.982220137]","[11.73770733, 8.187512111]","[12.59801536, 8.429061914]","[13.50078734, 8.707198753]","[14.44952804, 9.022427756]","[15.44788687, 9.375428115]","[16.49967265, 9.767052158]"
1516133,1014197,1344.92019,0,1,2,"[5.285714286, 3.428571429]","[5.130757251, 4.342104607]","[5.048612311, 5.393773373]","[5.04326429, 6.610935583]","[5.120248639, 8.025661573]","[5.286855356, 9.675602697]","[5.55237643, 11.60501388]","[5.928403979, 13.86595786]","[6.429187605, 16.51972364]","[7.072060873, 19.63849676]","[7.877948956, 23.3073266]","[8.871971358, 27.62644312]","[10.08415589, 32.71398291]","[11.55028363, 38.70919811]"
1012114,1694050,1208.715516,0,1,2,"[5.0, 5.285714286]","[6.115203039, 6.612515062]","[7.490536303, 8.256112184]","[9.187223154, 10.29141702]","[11.28091345, 12.8110125]","[13.86507927, 15.92931526]","[17.0552072, 19.78771515]","[20.99397316, 24.56092062]","[25.85762735, 30.46479046]","[31.86386947, 37.76599655]","[39.28155687, 46.79394115]","[48.44266506, 57.95544652]","[59.7570113, 71.7528504]","[73.73036247, 88.80627883]"
630770,1247953,2914.653726,1,0,1,"[0.857142857, 3.857142857]","[1.30570079, 4.275584475]","[1.865819037, 4.753099119]","[2.561775185, 5.299881039]","[3.422922567, 5.928076583]","[4.484736264, 6.652174224]","[5.790073086, 7.48947368]","[7.390688927, 8.460650186]","[9.349065506, 9.590433241]","[11.74060891, 10.90842305]","[14.65629459, 12.45007256]","[18.20584801, 14.25786853]","[22.52156744, 16.38275184]","[27.76291537, 18.88582504]"
764429,1577312,2359.220376,0,1,2,"[2.714285714, 8.428571429]","[2.948401432, 8.494065715]","[3.187707088, 8.569721791]","[3.432514564, 8.655705186]","[3.683144367, 8.752194397]","[3.939926047, 8.859381185]","[4.203198633, 8.977470891]","[4.473311098, 9.106682778]","[4.750622797, 9.247250363]","[5.035503984, 9.399421818]","[5.328336265, 9.56346032]","[5.629513147, 9.739644496]","[5.939440545, 9.92826883]","[6.258537317, 10.1296441]"
1493710,1447736,222.6859399,0,1,2,"[0.142857143, 3.428571429]","[0.209734002, 3.554243823]","[0.275801651, 3.688535148]","[0.341289991, 3.831684964]","[0.406421964, 3.983955897]","[0.471414418, 4.145633976]","[0.536478939, 4.317029018]","[0.601822645, 4.498475095]","[0.667648945, 4.690331056]","[0.734158286, 4.892981131]","[0.801548839, 5.106835579]","[0.870017203, 5.332331432]","[0.939759065, 5.569933293]","[1.010969828, 5.820134184]"
1268551,806415,3115.515166,1,0,1,"[1.571428571, 8.142857143]","[2.266777465, 7.922483117]","[2.959417347, 7.72803121]","[3.651391632, 7.558591231]","[4.344714262, 7.413337578]","[5.041375913, 7.291525707]","[5.743350024, 7.1924889]","[6.452598731, 7.115635265]","[7.171078711, 7.060445005]","[7.900746751, 7.026467992]","[8.643565525, 7.013321444]","[9.401509082, 7.020687951]","[10.17656827, 7.048313681]","[10.97075645, 7.096006694]"
1684514,1758031,1274.216928,1,0,1,"[4.428571429, 1.428571429]","[5.581693991, 1.706687786]","[7.024580879, 2.06057645]","[8.830689284, 2.509066312]","[11.09204863, 3.075772484]","[13.92395468, 3.790305062]","[17.47084795, 4.68978335]","[21.91367329, 5.820732255]","[27.47909176, 7.241457017]","[34.45100876, 9.025016512]","[43.18499413, 11.2629448]","[54.12631256, 14.069908]","[67.83245556, 17.58952938]","[85.00127944, 22.0016726]"
1222884,1648781,1835.468347,0,1,2,"[4.428571429, 3.142857143]","[4.875530123, 3.856675692]","[5.404227993, 4.680983357]","[6.027758611, 5.634038637]","[6.761363744, 6.737077794]","[7.622783823, 8.014801196]","[8.632665597, 9.495939021]","[9.815036083, 11.21390891]","[11.19785368, 13.20758068]","[12.81364908, 15.52216567]","[14.70026992, 18.21024987]","[16.90174687, 21.33299564]","[19.46929934, 24.96153709]","[22.46250479, 29.17860236]"
1337214,1383569,308.345278,0,1,2,"[2.142857143, 0.428571429]","[2.211664327, 0.661137198]","[2.297982465, 0.943391959]","[2.405603741, 1.286148056]","[2.539145138, 1.702569065]","[2.704227785, 2.208680984]","[2.907695277, 2.823994477]","[3.157879443, 3.572262307]","[3.464923869, 4.482401275]","[3.841177699, 5.589614325]","[4.301674958, 6.936756176]","[4.864717949, 8.5759952]","[5.552587265, 10.57083559]","[6.392405801, 12.99857761]"
1454735,817884,581.7718106,0,1,2,"[5.714285714, 4.0]","[5.341815292, 4.841826631]","[5.057893238, 5.768981957]","[4.858108022, 6.797469071]","[4.739448333, 7.945065496]","[4.700258066, 9.231629162]","[4.740213855, 10.6794406]","[4.86032494, 12.31358643]","[5.062955357, 14.16239153]","[5.351868917, 16.2579061]","[5.732297749, 18.63645647]","[6.211035658, 21.33926876]","[6.79655777, 24.41317505]","[7.499168539, 27.91141402]"
1546194,712520,2384.385606,1,0,1,"[5.714285714, 0.714285714]","[5.647721887, 0.928900791]","[5.595289962, 1.136748366]","[5.556313862, 1.338522272]","[5.530172006, 1.534876039]","[5.516293853, 1.726425847]","[5.514156688, 1.913753276]","[5.523282629, 2.09740788]","[5.543235857, 2.277909584]","[5.573620039, 2.455750933]","[5.614075905, 2.631399202]","[5.664279049, 2.805298352]","[5.72393788, 2.977870843]","[5.792791637, 3.149519417]"
1625085,1340931,160.0832743,1,0,1,"[7.0, 1.571428571]","[6.987890815, 1.635322068]","[6.978613911, 1.695541864]","[6.971982216, 1.752344281]","[6.967821586, 1.805967976]","[6.965969921, 1.856635161]","[6.96627632, 1.904552747]","[6.968600324, 1.949913381]","[6.972811194, 1.992896436]","[6.978787222, 2.033668947]","[6.986415145, 2.072386416]","[6.995589518, 2.109193668]","[7.006212221, 2.144225519]","[7.018191911, 2.177607533]"
763897,630865,1239.144946,1,0,1,"[5.714285714, 7.142857143]","[7.028892803, 7.621015073]","[8.568302828, 8.193201061]","[10.37174658, 8.875655387]","[12.48527925, 9.687447575]","[14.96296383, 10.65096768]","[17.86825805, 11.79250237]","[21.27563979, 13.14291049]","[25.27251071, 14.73841468]","[29.96142434, 16.62152882]","[35.46269393, 18.84214448]","[41.91744074, 21.45880228]","[49.49115521, 24.5401792]","[58.37785511, 28.16682786]"
1046047,1204176,2219.717791,1,0,1,"[7.857142857, 4.714285714]","[8.793914471, 4.617580959]","[9.824856663, 4.581123089]","[10.96128358, 4.603344167]","[12.21563316, 4.68344728]","[13.60160289, 4.821382095]","[15.1342987, 5.017830296]","[16.83039853, 5.274200467]","[18.70833252, 5.592632205]","[20.78848143, 5.976009314]","[23.0933955, 6.427982065]","[25.6480359, 6.952998601]","[28.4800413, 7.556345681]","[31.62002218, 8.244199079]"
636636,1409703,1747.510795,0,1,2,"[1.0, 4.857142857]","[1.138683935, 4.866021106]","[1.282020144, 4.883918139]","[1.430355739, 4.911034244]","[1.58405334, 4.947590177]","[1.743492027, 4.993827937]","[1.909068331, 5.050011607]","[2.081197264, 5.116428228]","[2.26031341, 5.193388745]","[2.446872095, 5.281229029]","[2.641350557, 5.38031092]","[2.844249232, 5.491023371]","[3.056093098, 5.613783669]","[3.277433026, 5.749038671]"
728207,1653146,2035.766288,1,0,1,"[4.0, 1.142857143]","[4.037037594, 1.372616794]","[4.0933962, 1.582127409]","[4.167022479, 1.775129465]","[4.256218799, 1.954803732]","[4.359589238, 2.123859222]","[4.475994063, 2.28460748]","[4.604511337, 2.439025329]","[4.744404543, 2.588807936]","[4.895095316, 2.735413606]","[5.056140483, 2.880101661]","[5.227212725, 3.023964462]","[5.408084321, 3.167954488]","[5.598613483, 3.312907239]"
