N1,N2,Ts,alpha1*,alpha2*,alpha*,gamI-Day1,gamI-Day2,gamI-Day3,gamI-Day4,gamI-Day5,gamI-Day6,gamI-Day7,gamI-Day8,gamI-Day9,gamI-Day10,gamI-Day11,gamI-Day12,gamI-Day13,gamI-Day14
1239118,1523307,227.1283276,1,0,1,"[6.285714286, 1.285714286]","[6.519817514, 1.655711541]","[6.789047884, 2.046081706]","[7.095793554, 2.459161715]","[7.442682872, 2.897466756]","[7.83260385, 3.363707007]","[8.268725388, 3.860805788]","[8.754520419, 4.391919233]","[9.293791116, 4.960457625]","[9.890696347, 5.570108531]","[10.54978157, 6.224861898]","[11.27601135, 6.929037286]","[12.07480479, 7.687313418]","[12.952074, 8.504760243]"
1130941,1651580,510.5901789,1,0,1,"[7.428571429, 0.571428571]","[8.285311345, 0.74281648]","[9.244116375, 0.922872672]","[10.31677219, 1.113865689]","[11.51646296, 1.318192615]","[12.85793255, 1.538409129]","[14.3576645, 1.777261392]","[16.03408312, 2.037720183]","[17.90777803, 2.323017717]","[20.00175489, 2.636687568]","[22.34171495, 2.982608185]","[24.95636706, 3.365050533]","[27.87777547, 3.788730417]","[31.14174767, 4.258866123]"
1497261,1268929,497.0976705,1,0,1,"[7.285714286, 2.857142857]","[7.800587932, 2.984006142]","[8.350307832, 3.124282103]","[8.93732851, 3.278592099]","[9.564270533, 3.447620393]","[10.23393213, 3.632117167]","[10.94930159, 3.832901825]","[11.71357047, 4.050866605]","[12.53014772, 4.286980508]","[13.40267478, 4.542293584]","[14.33504165, 4.817941554]","[15.33140396, 5.115150801]","[16.39620136, 5.435243782]","[17.53417715, 5.779644883]"
1044232,1378006,642.7011878,0,1,2,"[4.0, 4.285714286]","[4.18747521, 5.218753672]","[4.463249946, 6.330166203]","[4.840557186, 7.655942819]","[5.335617629, 9.239166929]","[5.968201661, 11.1314242]","[6.762305093, 13.39449076]","[7.746960855, 16.10235454]","[8.957213172, 19.34363512]","[10.43528597, 23.22448024]","[12.23198333, 27.87203185]","[14.40836728, 33.43857262]","[17.0377666, 40.10648486]","[20.20818081, 48.09417799]"
1696701,1621328,231.8524635,1,0,1,"[4.428571429, 6.285714286]","[5.276699934, 6.157946529]","[6.179429809, 6.083412528]","[7.145248939, 6.061952457]","[8.183281285, 6.093873816]","[9.303373163, 6.179958462]","[10.51618669, 6.321473875]","[11.83330123, 6.52018881]","[13.26732374, 6.778393487]","[14.83200913, 7.098924557]","[16.54239178, 7.485195085]","[18.4149293, 7.941229859]","[20.46766011, 8.471706385]","[22.72037605, 9.082001948]"
733235,817183,598.6273376,1,0,1,"[8.0, 6.428571429]","[9.470908125, 6.455324102]","[11.1779665, 6.609858911]","[13.16270773, 6.8995519]","[15.47350922, 7.334680659]","[18.16676621, 7.928722581]","[21.30825825, 8.698725219]","[24.97474116, 9.665758119]","[29.25580053, 10.85545708]","[34.25601089, 12.29867446]","[40.09744727, 14.03225038]","[46.92260698, 16.09992326]","[54.89780526, 18.55340067]","[64.21711568, 21.45361371]"
1319827,1600807,189.1727865,1,0,1,"[5.285714286, 4.142857143]","[5.335526864, 4.11490576]","[5.382877104, 4.092745722]","[5.428079241, 4.07569203]","[5.471409764, 4.06314221]","[5.513111963, 4.054566379]","[5.553399918, 4.049498513]","[5.592462023, 4.047528758]","[5.630464092, 4.048296626]","[5.667552053, 4.051485116]","[5.703854337, 4.056815479]","[5.739484036, 4.064042515]","[5.774540691, 4.072950656]","[5.809111941, 4.083350361]"
1677639,908940,277.8573903,0,1,2,"[0.714285714, 1.0]","[0.802717217, 1.217134552]","[0.905272481, 1.474609734]","[1.024399836, 1.779684253]","[1.162981043, 2.140913141]","[1.324408404, 2.568378767]","[1.512675591, 3.073962949]","[1.732484651, 3.671667486]","[1.989372065, 4.377991716]","[2.289857212, 5.212377097]","[2.641617258, 6.19773083]","[3.053693197, 7.361042531]","[3.536732431, 8.73411007]","[4.103274531, 10.35439423]"
1274125,956872,394.4982158,1,0,1,"[3.142857143, 7.571428571]","[4.244412405, 8.454483103]","[5.573019823, 9.462491105]","[7.170342571, 10.61525409]","[9.085402219, 11.93587856]","[11.3758586, 13.45133876]","[14.10951019, 15.19313572]","[17.36605256, 17.1980689]","[21.23913878, 19.50913983]","[25.83879263, 22.17660978]","[31.29423377, 25.25923762]","[37.75718438, 28.82572828]","[45.40573714, 32.95642715]","[54.4488755, 37.7453006]"
874785,790174,494.055482,1,0,1,"[4.571428571, 8.428571429]","[5.283058623, 8.203866773]","[6.012981885, 8.060367792]","[6.766897859, 7.993583744]","[7.550489863, 7.999877436]","[8.369475503, 8.076399165]","[9.229655405, 8.221030181]","[10.13696069, 8.432334837]","[11.09749963, 8.709520613]","[12.11760398, 9.052405365]","[13.20387534, 9.461391196]","[14.36323197, 9.937444472]","[15.60295639, 10.48208155]","[16.93074423, 11.09735986]"
1209294,905786,333.2304567,0,1,2,"[7.714285714, 2.142857143]","[7.45333168, 2.72528006]","[7.217989104, 3.345119147]","[7.00816843, 4.006947872]","[6.823900928, 4.715733209]","[6.665343825, 5.476875964]","[6.532786269, 6.296254873]","[6.426656164, 7.180274774]","[6.347527966, 8.135919293]","[6.296131506, 9.170808441]","[6.273361919, 10.29326163]","[6.280290788, 11.51236657]","[6.318178583, 12.83805464]","[6.388488524, 14.28118334]"
1671336,1045539,512.352861,0,1,2,"[0.857142857, 7.0]","[1.360399711, 7.733916202]","[1.967198615, 8.580004547]","[2.696633407, 9.557673026]","[3.571245389, 10.68978596]","[4.617642672, 12.0032828]","[5.867230487, 13.52990758]","[7.35707227, 15.30706874]","[9.13090489, 17.37885253]","[11.24033536, 19.79721722]","[13.74625136, 22.62340002]","[16.7204834, 25.92957443]","[20.24776348, 29.8008021]","[24.42803194, 34.33733056]"
684036,680984,412.6314792,1,0,1,"[6.428571429, 7.142857143]","[7.912992944, 7.256016061]","[9.590674516, 7.505427084]","[11.49856264, 7.900109802]","[13.67900105, 8.452027062]","[16.18067299, 9.176397507]","[19.05968746, 10.09207697]","[22.38083212, 11.22201732]","[26.21902053, 12.59381353]","[30.66096427, 14.24035103]","[35.80710424, 16.20056738]","[41.77384351, 18.52034547]","[48.69612373, 21.25355594]","[56.73040154, 24.46327245]"
1670850,1339723,557.3050265,0,1,2,"[7.714285714, 6.285714286]","[7.561531684, 6.570861953]","[7.451636632, 6.836342556]","[7.378442346, 7.085607437]","[7.336736284, 7.32159053]","[7.322107501, 7.546787421]","[7.330824674, 7.763322286]","[7.359732653, 7.973004673]","[7.406164787, 8.177377618]","[7.467868614, 8.377758445]","[7.542942879, 8.575273341]","[7.629784164, 8.770886661]","[7.727041644, 8.965425779]","[7.83357876, 9.159602141]"
933773,1730167,449.3695978,1,0,1,"[5.285714286, 7.428571429]","[6.711297685, 7.01443577]","[8.296604336, 6.676683319]","[10.07092102, 6.414319925]","[12.06750513, 6.227335889]","[14.32422505, 6.116752335]","[16.88429232, 6.084683747]","[19.79710047, 6.134418349]","[23.11918513, 6.270518088]","[26.9153253, 6.498940646]","[31.25980399, 6.827185825]","[36.23785467, 7.2644697]","[41.94731708, 7.821929696]","[48.5005346, 8.512864914]"
1653223,1406718,622.0900068,0,1,2,"[3.142857143, 1.142857143]","[3.005314486, 1.368361585]","[2.892934133, 1.603264342]","[2.804632105, 1.849387902]","[2.739525862, 2.108631931]","[2.696925753, 2.382987984]","[2.676328091, 2.674554853]","[2.67740976, 2.985554659]","[2.700024312, 3.318349814]","[2.744199522, 3.675460996]","[2.810136344, 4.059586248]","[2.898209277, 4.473621367]","[3.008968118, 4.920681725]","[3.143141102, 5.40412569]"
1407103,767548,117.9372879,1,0,1,"[2.285714286, 2.142857143]","[2.580003612, 2.333988844]","[2.906190391, 2.546425294]","[3.267772838, 2.782498016]","[3.668632318, 3.044793914]","[4.113075258, 3.336183204]","[4.605879671, 3.659850415]","[5.152346743, 4.019328763]","[5.758358044, 4.418538272]","[6.430438985, 4.861828056]","[7.175829195, 5.354023205]","[8.00256056, 5.900476774]","[8.919543766, 6.507127439]","[9.936664257, 7.180563406]"
1032957,1456497,674.7202235,1,0,1,"[5.142857143, 4.857142857]","[6.455446683, 4.847756699]","[7.978107917, 4.926544904]","[9.753408475, 5.101115078]","[11.83150874, 5.381359829]","[14.27160579, 5.779796831]","[17.14364129, 6.311980302]","[20.53032184, 6.996996273]","[24.5295094, 7.8580563]","[29.25704917, 8.923207082]","[34.85011396, 10.22617638]","[41.47115826, 11.80737965]","[49.31259175, 13.71511618]","[58.60229858, 16.0069881]"
1450434,838300,650.3894479,0,1,2,"[6.571428571, 1.857142857]","[7.203364927, 2.869211961]","[7.953379939, 4.12852309]","[8.847530698, 5.69171333]","[9.91776541, 7.628281486]","[11.20325832, 10.02350078]","[12.75204659, 12.98198852]","[14.6230371, 16.63207947]","[16.88846613, 21.13118196]","[19.63691365, 26.67233465]","[22.9769957, 33.49222835]","[27.041886, 41.88101353]","[31.99485002, 52.19428066]","[38.03601445, 64.8676793]"
893119,1709931,437.6062412,0,1,2,"[2.714285714, 8.428571429]","[3.087413018, 8.943027899]","[3.484217431, 9.497762278]","[3.906527152, 10.09568892]","[4.356302953, 10.73993767]","[4.835647937, 11.43386969]","[5.346818009, 12.18109431]","[5.892233108, 12.98548727]","[6.47448926, 13.85121016]","[7.096371481, 14.78273134]","[7.760867646, 15.78484836]","[8.471183331, 16.86271196]","[9.230757763, 18.02185193]","[10.04328093, 19.26820478]"
801575,1383052,242.3163003,1,0,1,"[4.714285714, 4.285714286]","[5.047834037, 4.342958109]","[5.387521033, 4.420159926]","[5.734799385, 4.516463945]","[6.091069967, 4.631172739]","[6.457692741, 4.763733318]","[6.835996722, 4.913724881]","[7.227289137, 5.080848066]","[7.632863864, 5.26491555]","[8.054009266, 5.46584385]","[8.492015525, 5.683646168]","[8.948181451, 5.918426287]","[9.423820863, 6.17037336]","[9.920268798, 6.439757344]"
1266566,1482607,396.6659448,0,1,2,"[3.0, 6.857142857]","[3.506014423, 7.615706344]","[4.070134225, 8.470082581]","[4.699625311, 9.431971468]","[5.402642375, 10.51451204]","[6.188338041, 11.7324589]","[7.066985271, 13.10237998]","[8.050114858, 14.64287883]","[9.150669572, 16.37484362]","[10.38317711, 18.32172662]","[11.76394419, 20.50985776]","[13.31127428, 22.96879626]","[15.04571162, 25.73172476]","[16.99031495, 28.83589131]"
707940,1782111,545.6806376,0,1,2,"[3.857142857, 4.0]","[3.827955126, 4.322241517]","[3.831648019, 4.659940191]","[3.866244927, 5.014895666]","[3.930140776, 5.388937794]","[4.022066311, 5.783939616]","[4.141057273, 6.201829913]","[4.286427931, 6.644605425]","[4.457748483, 7.114342886]","[4.654825921, 7.613210948]","[4.877687978, 8.143482131]","[5.12656984, 8.707544868]","[5.401903346, 9.307915749]","[5.704308424, 9.947252067]"
1212680,1547945,498.0348473,0,1,2,"[4.142857143, 4.0]","[4.03404438, 4.358166646]","[3.954000838, 4.721561261]","[3.900709343, 5.091957582]","[3.87241384, 5.471072468]","[3.867595247, 5.860578683]","[3.884949969, 6.262116753]","[3.923370793, 6.677305979]","[3.981929932, 7.107754737]","[4.059863999, 7.555070152]","[4.156560729, 8.020867237]","[4.271547305, 8.506777564]","[4.404480082, 9.01445755]","[4.555135599, 9.545596445]"
1422300,1009942,406.0939304,0,1,2,"[3.142857143, 4.857142857]","[3.162459437, 5.078704841]","[3.186490443, 5.304792634]","[3.214925502, 5.535679499]","[3.247746804, 5.771642038]","[3.284943275, 6.012960534]","[3.326510455, 6.259919343]","[3.372450415, 6.512807205]","[3.42277165, 6.771917672]","[3.477489026, 7.03754939]","[3.536623691, 7.310006549]","[3.600203033, 7.58959918]","[3.668260632, 7.876643563]","[3.740836211, 8.171462612]"
1532089,1738053,74.83248201,0,1,2,"[5.857142857, 2.285714286]","[5.892698356, 2.775768438]","[5.968056712, 3.269432634]","[6.082467573, 3.770020204]","[6.235475724, 4.280786394]","[6.42690846, 4.804952792]","[6.656865313, 5.345730751]","[6.925709994, 5.90634397]","[7.234064424, 6.490050453]","[7.582804734, 7.100163984]","[7.973059176, 7.740075267]","[8.40620781, 8.413272938]","[8.883883948, 9.123364563]","[9.407977314, 9.874097847]"
1582774,1733377,580.1281188,1,0,1,"[3.428571429, 4.571428571]","[4.020540948, 4.604191218]","[4.6546164, 4.652210401]","[5.334817618, 4.716407151]","[6.065505361, 4.797797198]","[6.851411479, 4.897498782]","[7.697671696, 5.016741174]","[8.609861232, 5.156873944]","[9.594033513, 5.319377058]","[10.65676223, 5.505871868]","[11.80518703, 5.718133075]","[13.04706318, 5.958101743]","[14.39081551, 6.227899459]","[15.84559701, 6.529843744]"
1516365,888234,592.6308136,1,0,1,"[5.714285714, 8.0]","[7.117965594, 8.967504848]","[8.798381917, 10.12485724]","[10.81001467, 11.50942719]","[13.21806102, 13.16593481]","[16.10054006, 15.14789339]","[19.55080941, 17.51933465]","[23.6805737, 20.35687091]","[28.62347989, 23.75215926]","[34.53941291, 27.81484511]","[41.61962576, 32.67607693]","[50.09286353, 38.49270088]","[60.23267012, 45.45226419]","[72.36610037, 53.77897871]"
1769825,1113775,100.0794413,0,1,2,"[4.857142857, 3.0]","[4.727737683, 3.275218485]","[4.61997192, 3.531498866]","[4.531614191, 3.771122353]","[4.460680011, 3.996124175]","[4.405404814, 4.208320576]","[4.364219914, 4.409332872]","[4.335731098, 4.600608863]","[4.318699576, 4.783441918]","[4.312025008, 4.95898795]","[4.314730396, 5.128280547]","[4.325948633, 5.292244448]","[4.344910501, 5.451707551]","[4.370934012, 5.607411601]"
965511,1673428,675.7831796,1,0,1,"[0.428571429, 0.714285714]","[0.455747131, 0.682763463]","[0.481001519, 0.65591232]","[0.504586306, 0.633189956]","[0.526723528, 0.61411904]","[0.547609099, 0.598279492]","[0.567415933, 0.585301652]","[0.586296696, 0.574860263]","[0.604386232, 0.566669173]","[0.621803694, 0.560476678]","[0.638654428, 0.556061404]","[0.655031628, 0.5532287]","[0.671017791, 0.551807448]","[0.686686002, 0.55164726]"
1724419,696029,256.2091043,1,0,1,"[6.142857143, 4.285714286]","[6.738508896, 4.007993132]","[7.332460943, 3.776669934]","[7.928626921, 3.58678851]","[8.530640629, 3.434028751]","[9.141900178, 3.314631301]","[9.765607281, 3.225331522]","[10.40480235, 3.163301561]","[11.06239591, 3.126099532]","[11.74119685, 3.111624983]","[12.44393789, 3.118079866]","[13.17329861, 3.143934375]","[13.93192645, 3.187897052]","[14.72245588, 3.24888865]"
923147,1066757,630.5062769,1,0,1,"[6.0, 4.142857143]","[7.183767438, 5.267968609]","[8.631199661, 6.654916764]","[10.40210168, 8.363459363]","[12.56986809, 10.46694652]","[15.22456673, 13.05540624]","[18.47671908, 16.2393276]","[22.46193372, 20.15429819]","[27.34658309, 24.96668672]","[33.33475524, 30.88060339]","[40.67676192, 38.14642055]","[49.67954437, 47.07119701]","[60.71938868, 58.03142074]","[74.25744684, 71.48857033]"
1706507,703548,487.4416457,0,1,2,"[4.0, 5.428571429]","[3.917594573, 6.242772956]","[3.862713892, 7.140996804]","[3.836092231, 8.13391378]","[3.838718469, 9.233393703]","[3.871854631, 10.45264916]","[3.937057344, 11.80639571]","[4.036202502, 13.31103034]","[4.17151345, 14.98483037]","[4.345593065, 16.84817501]","[4.56146013, 18.92379234]","[4.822590444, 21.23703427]","[5.132963183, 23.81618287]","[5.497113059, 26.69279124]"
1097629,864565,469.9840172,0,1,2,"[0.857142857, 2.857142857]","[0.860498434, 3.06029321]","[0.868214818, 3.276580153]","[0.880277363, 3.506946479]","[0.89669382, 3.752395153]","[0.917494099, 4.013993674]","[0.942730139, 4.292878701]","[0.972475902, 4.590260975]","[1.006827469, 4.90743056]","[1.045903254, 5.24576242]","[1.08984433, 5.606722327]","[1.138814858, 5.991873173]","[1.193002633, 6.402881714]","[1.252619748, 6.841525738]"
1357600,603836,385.4280587,0,1,2,"[0.428571429, 6.428571429]","[0.780269584, 7.325678397]","[1.171394141, 8.35622869]","[1.608234772, 9.539688742]","[2.09798054, 10.89837482]","[2.648852165, 12.45786803]","[3.270253472, 14.2474892]","[3.972944768, 16.3008422]","[4.769241374, 18.65643561]","[5.67324067, 21.35839292]","[6.701082113, 24.45726497]","[7.871244333, 28.01095679]","[9.204885227, 32.08578704]","[10.72623023, 36.75769495]"
1768303,1730747,450.6010597,0,1,2,"[8.0, 7.142857143]","[8.294521906, 8.072266244]","[8.654081132, 9.102350652]","[9.084534816, 10.24490867]","[9.592489268, 11.51307213]","[10.18538148, 12.92145929]","[10.87157002, 14.48634485]","[11.66043654, 16.22584935]","[12.56249887, 18.16014996]","[13.58953729, 20.31171511]","[14.75473512, 22.70556565]","[16.07283543, 25.3695654]","[17.56031569, 28.33474447]","[19.23558214, 31.63565892]"
1719324,1009615,596.7983361,1,0,1,"[3.142857143, 7.285714286]","[3.85851523, 7.117536609]","[4.671888446, 7.037658387]","[5.600287976, 7.050425939]","[6.663687505, 7.161737865]","[7.885163924, 7.379222427]","[9.291407985, 7.712449751]","[10.91331611, 8.173183845]","[12.78667693, 8.775680534]","[14.95296671, 9.53703779]","[17.46027272, 10.47760708]","[20.36436292, 11.62147421]","[23.72992782, 12.99702149]","[27.63201883, 14.63758251]"
907603,892675,359.9848651,0,1,2,"[6.714285714, 5.142857143]","[6.473943481, 6.236907231]","[6.356829226, 7.463887109]","[6.361985908, 8.849047903]","[6.490820098, 10.42097693]","[6.747153853, 12.21218589]","[7.137323776, 14.25978022]","[7.670329602, 16.6062236]","[8.3580356, 19.30021268]","[9.215429067, 22.39767945]","[10.2609413, 25.96294134]","[11.51683771, 30.07002194]","[13.00968471, 34.8041671]","[14.77090323, 40.26358805]"
1031854,1240079,548.2549915,0,1,2,"[8.285714286, 0.857142857]","[7.783216767, 1.309461469]","[7.335785634, 1.762709202]","[6.939848913, 2.219623216]","[6.592202696, 2.682920262]","[6.28998597, 3.155313469]","[6.030657922, 3.639528829]","[5.811977531, 4.138321513]","[5.631985292, 4.654492098]","[5.488986933, 5.190902808]","[5.381538984, 5.750493887]","[5.30843612, 6.336300143]","[5.268700115, 6.951467822]","[5.261570349, 7.59927187]"
1121790,1647602,373.9278893,1,0,1,"[6.857142857, 1.857142857]","[7.677508334, 2.009537377]","[8.58896802, 2.183082367]","[9.60205617, 2.379949198]","[10.72849602, 2.60257175]","[11.98133542, 2.853675301]","[13.37509764, 3.136308748]","[14.92594921, 3.453880527]","[16.65188655, 3.810198641]","[18.5729436, 4.20951528]","[20.7114227, 4.656576516]","[23.09215135, 5.156677645]","[25.74276754, 5.715724792]","[28.69403692, 6.340303488]"
1483920,1065346,392.6419139,0,1,2,"[0.571428571, 4.0]","[0.894752543, 4.266278769]","[1.210684742, 4.56840444]","[1.523390575, 4.907966731]","[1.836764726, 5.286911082]","[2.154492465, 5.707541841]","[2.480105094, 6.172529512]","[2.817030409, 6.684921933]","[3.168639133, 7.248159272]","[3.538288069, 7.866092831]","[3.929360662, 8.543007636]","[4.345305594, 9.283648874]","[4.789673988, 10.09325227]","[5.266155716, 10.97757853]"
1101174,1120568,403.1732303,0,1,2,"[7.428571429, 3.142857143]","[7.913569279, 4.060159965]","[8.474753096, 5.087257186]","[9.121942242, 6.238984797]","[9.866263478, 7.532136901]","[10.72032369, 8.985724642]","[11.69840536, 10.62126917]","[12.81668775, 12.4631331]","[14.09349727, 14.53889562]","[15.54959049, 16.8797763]","[17.20847457, 19.52111502]","[19.09676941, 22.50291398]","[21.24461708, 25.87045043]","[23.6861449, 29.67496928]"
1381050,1774086,111.5529169,0,1,2,"[7.571428571, 4.571428571]","[7.262074862, 4.823127131]","[6.998171862, 5.070563949]","[6.775489885, 5.314813902]","[6.590243581, 5.556861107]","[6.439046923, 5.797608752]","[6.318872788, 6.037887941]","[6.227016687, 6.278465662]","[6.161064205, 6.520051944]","[6.118861787, 6.763306313]","[6.098490501, 7.008843602]","[6.098242485, 7.257239195]","[6.116599868, 7.509033736]","[6.152215841, 7.764737387]"
818462,1040235,665.6123866,1,0,1,"[2.714285714, 5.428571429]","[3.734420495, 5.083983374]","[4.96331545, 4.848574424]","[6.456830929, 4.726700922]","[8.283946004, 4.726372305]","[10.53002692, 4.859845494]","[13.30088395, 5.144398804]","[16.72780832, 5.603324997]","[20.97382567, 6.267193036]","[26.24145861, 7.175440328]","[32.7823587, 8.378372273]","[40.90925149, 9.939664315]","[51.01073823, 11.9394841]","[63.56961833, 14.47837862]"
783860,1435722,643.5538332,1,0,1,"[5.714285714, 3.857142857]","[6.07111003, 4.206201632]","[6.452557499, 4.579863062]","[6.86033662, 4.97983737]","[7.296274243, 5.407953386]","[7.762323734, 5.866166751]","[8.260573694, 6.35656868]","[8.793257279, 6.881395317]","[9.36276214, 7.443037745]","[9.971641076, 8.04405268]","[10.62262339, 8.687173918]","[11.318627, 9.375324488]","[12.06277133, 10.1116297]","[12.85839125, 10.89943108]"
1740648,814717,227.058702,1,0,1,"[5.428571429, 3.0]","[5.824059521, 3.085437421]","[6.244964718, 3.179437597]","[6.692997733, 3.28249665]","[7.16998225, 3.395145471]","[7.677862406, 3.517951984]","[8.218710779, 3.651523546]","[8.794736919, 3.796509527]","[9.408296411, 3.953604036]","[10.06190051, 4.123548841]","[10.75822644, 4.307136476]","[11.5001285, 4.505213587]","[12.29064957, 4.718684432]","[13.13303364, 4.948514653]"
1451329,914752,196.547474,1,0,1,"[5.714285714, 4.714285714]","[6.301011504, 4.88959984]","[6.926601033, 5.097326965]","[7.595065812, 5.338641623]","[8.310680861, 5.614940834]","[9.078012001, 5.927851901]","[9.901944905, 6.279241714]","[10.78771611, 6.671227629]","[11.74094614, 7.106189966]","[12.76767501, 7.586786203]","[13.87440027, 8.115966953]","[15.06811782, 8.696993786]","[16.35636581, 9.333459042]","[17.74727181, 10.02930771]"
1419721,1529061,296.8428119,0,1,2,"[3.285714286, 0.285714286]","[3.216000513, 0.497832717]","[3.166457516, 0.724119533]","[3.137720825, 0.966938975]","[3.130610272, 1.22889382]","[3.14614513, 1.512856295]","[3.185561478, 1.822002512]","[3.250332004, 2.159850811]","[3.342188526, 2.530304526]","[3.463147538, 2.937699691]","[3.61553909, 3.386858257]","[3.802039395, 3.883147499]","[4.025707593, 4.432546357]","[4.290027137, 5.041719543]"
622771,1454379,253.5120461,1,0,1,"[4.285714286, 0.571428571]","[4.942908267, 0.826740311]","[5.712805635, 1.151300814]","[6.61653994, 1.561555628]","[7.679450842, 2.077654689]","[8.931950604, 2.724266685]","[10.41057226, 3.531570327]","[12.15923764, 4.536460469]","[14.2307915, 5.784015427]","[16.68885788, 7.329281518]","[19.61008597, 9.239442887]","[23.08686727, 11.596459]","[27.23062202, 14.50026967]","[32.17577323, 18.07268834]"
