N1,N2,Ts,alpha1*,alpha2*,alpha*,gamI-Day1,gamI-Day2,gamI-Day3,gamI-Day4,gamI-Day5,gamI-Day6,gamI-Day7,gamI-Day8,gamI-Day9,gamI-Day10,gamI-Day11,gamI-Day12,gamI-Day13,gamI-Day14
983685,1206071,4709.372671,1,0,1,"[4.714285714, 2.142857143]","[4.863292112, 2.435904199]","[5.0298399, 2.726661128]","[5.213897969, 3.016743957]","[5.415527, 3.30768316]","[5.634875097, 3.60093588]","[5.872174098, 3.897897157]","[6.1277365, 4.199910255]","[6.401952959, 4.508276188]","[6.695290308, 4.824262554]","[7.008290055, 5.149111803]","[7.341567377, 5.484048832]","[7.695810509, 5.83028813]","[8.071780525, 6.189040694]"
1437289,1700399,2428.439789,0,1,2,"[0.142857143, 7.714285714]","[0.669986788, 7.393670707]","[1.15237073, 7.123225498]","[1.595393549, 6.897707708]","[2.003846773, 6.712471725]","[2.381995535, 6.563402152]","[2.733637771, 6.446854695]","[3.062156812, 6.359603687]","[3.37056805, 6.298795514]","[3.661560443, 6.261907225]","[3.937533352, 6.246709802]","[4.200629255, 6.251235558]","[4.452762817, 6.273749178]","[4.695646714, 6.312722024]"
1302756,1324977,777.2394545,1,0,1,"[5.857142857, 4.0]","[6.419020502, 4.361172236]","[7.034204274, 4.755801749]","[7.707727893, 5.187019161]","[8.445099155, 5.658249006]","[9.252344431, 6.173237307]","[10.13605735, 6.736081749]","[11.10345202, 7.351264675]","[12.16242119, 8.023689159]","[13.32159991, 8.758718454]","[14.59043496, 9.562219116]","[15.97926094, 10.44060815]","[17.4993832, 11.40090457]","[19.16316865, 12.45078568]"
1453319,1033237,597.5267867,1,0,1,"[1.285714286, 7.285714286]","[1.80953495, 7.27677391]","[2.341988026, 7.279882337]","[2.884053637, 7.295173651]","[3.436738288, 7.322803639]","[4.001076801, 7.362950277]","[4.57813434, 7.41581426]","[5.169008488, 7.481619578]","[5.774831372, 7.560614114]","[6.396771956, 7.65307033]","[7.036038301, 7.759285952]","[7.693879972, 7.879584731]","[8.371590603, 8.014317271]","[9.070510344, 8.163861842]"
1526181,1525124,4703.372667,0,1,2,"[4.142857143, 6.857142857]","[3.959241026, 8.361652507]","[3.846906653, 10.11992084]","[3.807434881, 12.18187016]","[3.843987938, 14.60636825]","[3.961460152, 17.46291899]","[4.166672252, 20.83366081]","[4.468615511, 24.81572999]","[4.878753415, 29.52405574]","[5.411389884, 35.09466535]","[6.084115069, 41.68859229]","[6.918341835, 49.49649688]","[7.93994827, 58.74412606]","[9.180044489, 69.69876156]"
1364541,1618906,3852.528053,0,1,2,"[3.428571429, 0.714285714]","[3.400138851, 0.955061723]","[3.393286146, 1.208693512]","[3.408557515, 1.477199607]","[3.446657439, 1.762751385]","[3.508459673, 2.067691506]","[3.595017599, 2.394553965]","[3.707576045, 2.746085959]","[3.847584672, 3.125271733]","[4.016713076, 3.53535863]","[4.216867736, 3.97988558]","[4.45021098, 4.462714264]","[4.71918214, 4.988063243]","[5.026521097, 5.560545348]"
1789646,1444355,3861.744495,1,0,1,"[2.0, 4.142857143]","[2.535557468, 4.16347585]","[3.139816953, 4.202227207]","[3.822652728, 4.261257843]","[4.595326254, 4.34302819]","[5.470681748, 4.450356407]","[6.463369241, 4.58646851]","[7.590099038, 4.755055558]","[8.869931936, 4.960338907]","[10.32461004, 5.20714461]","[11.97893441, 5.500988367]","[13.86119517, 5.848172332]","[16.0036622, 6.255895552]","[18.4431447, 6.732379994]"
1776410,1028043,2402.167431,0,1,2,"[5.714285714, 7.714285714]","[5.644556508, 8.113375016]","[5.605501348, 8.511001328]","[5.594153087, 8.909007474]","[5.607934425, 9.309069502]","[5.64461124, 9.712719081]","[5.702251652, 10.12136325]","[5.779190119, 10.5363018]","[5.873995959, 10.95874263]","[5.985445756, 11.38981531]","[6.112499178, 11.83058301]","[6.254277768, 12.28205312]","[6.410046338, 12.74518667]","[6.579196778, 13.22090658]"
977156,1439894,3797.159018,1,0,1,"[1.142857143, 4.714285714]","[1.667902474, 4.997728368]","[2.306387099, 5.329180859]","[3.081918578, 5.718437648]","[4.023002118, 6.177322562]","[5.164055596, 6.720109561]","[6.546634494, 7.364030639]","[8.220910034, 8.129888874]","[10.24745256, 9.042798329]","[12.69938279, 10.13307695]","[15.66496633, 11.43732394]","[19.25074178, 12.99971954]","[23.58529112, 14.87359284]","[28.82378245, 17.12331232]"
1628847,823054,4332.758258,0,1,2,"[4.285714286, 2.0]","[5.081570395, 2.636976185]","[6.047178872, 3.453263354]","[7.222336094, 4.497083526]","[8.656677049, 5.829379202]","[10.41217232, 7.527138199]","[12.56626588, 9.68758222]","[15.21581872, 12.43344212]","[18.48206558, 15.91959955]","[22.5168443, 20.34144467]","[27.51042463, 25.94538888]","[33.70134473, 33.04207922]","[41.38876609, 42.02299495]","[50.94798574, 53.38127229]"
1368821,1172366,1164.576744,0,1,2,"[6.571428571, 4.857142857]","[6.790036441, 6.341581755]","[7.059213179, 8.103880963]","[7.388511097, 10.19697512]","[7.789301082, 12.68386527]","[8.275118253, 15.63952903]","[8.862073162, 19.15319159]","[9.569340859, 23.33102484]","[10.41974249, 28.29935444]","[11.44043673, 34.20846858]","[12.66374159, 41.23713968]","[14.12811107, 49.5979898]","[15.87929511, 59.54385234]","[17.97171665, 71.37530868]"
1060650,1257112,4305.663436,0,1,2,"[4.857142857, 6.285714286]","[4.666779461, 6.694977397]","[4.503533339, 7.115686343]","[4.365632601, 7.549132495]","[4.251482249, 7.996608063]","[4.159650406, 8.459411405]","[4.088855776, 8.938852159]","[4.037956233, 9.436256203]","[4.005938466, 9.952970476]","[3.991908558, 10.49036769]","[3.995083443, 11.04985096]","[4.014783134, 11.63285838]","[4.050423786, 12.24086751]","[4.101511378, 12.87539986]"
1791357,1051147,4030.849176,1,0,1,"[5.857142857, 7.142857143]","[6.498302701, 7.204229008]","[7.171374717, 7.297494262]","[7.879476573, 7.423231666]","[8.625895603, 7.582165088]","[9.414104026, 7.775167411]","[10.24777504, 8.003265108]","[11.13079986, 8.267643503]","[12.06730578, 8.56965275]","[13.0616754, 8.91081455]","[14.11856697, 9.29282967]","[15.24293608, 9.717586234]","[16.44005866, 10.18716887]","[17.71555551, 10.70386874]"
1046107,1303193,4097.661583,1,0,1,"[3.428571429, 1.857142857]","[3.811804102, 1.88021831]","[4.232905964, 1.912737904]","[4.695810148, 1.955368254]","[5.204849531, 2.008856892]","[5.764797637, 2.074039993]","[6.380913705, 2.151850921]","[7.058992333, 2.243329659]","[7.80541817, 2.349633234]","[8.627226139, 2.472047204]","[9.532167784, 2.611998352]","[10.52878431, 2.771068679]","[11.62648704, 2.951010835]","[12.83564595, 3.153765141]"
1292644,1472389,3351.460657,1,0,1,"[7.714285714, 4.714285714]","[9.616421265, 5.749447019]","[11.98259549, 7.035913045]","[14.92592121, 8.634940413]","[18.58705867, 10.62271048]","[23.14091085, 13.09396028]","[28.80493924, 16.16649429]","[35.84948767, 19.98678856]","[44.61059288, 24.73694963]","[55.50587147, 30.64335159]","[69.0542077, 37.98735095]","[85.9001279, 47.11856952]","[106.8439418, 58.47134685]","[132.8789614, 72.58509779]"
712364,1308991,761.4336242,0,1,2,"[1.428571429, 8.428571429]","[2.019701405, 9.284964745]","[2.635235672, 10.26566195]","[3.283621841, 11.38356087]","[3.973710478, 12.65339038]","[4.714875868, 14.09190337]","[5.51714307, 15.71809617]","[6.391323212, 17.55345778]","[7.349158638, 19.6222517]","[8.403479832, 21.95183391]","[9.568376243, 24.57301131]","[10.85938326, 27.52044509]","[12.2936876, 30.83310379]","[13.89035374, 34.55477207]"
1269916,835019,1060.96355,0,1,2,"[8.142857143, 5.857142857]","[7.794736568, 6.432952441]","[7.517595893, 7.039350782]","[7.307010308, 7.67998408]","[7.159207724, 8.358641209]","[7.071018673, 9.079277874]","[7.039832409, 9.846041226]","[7.063558706, 10.6632951]","[7.140594864, 11.53564605]","[7.269797506, 12.46797031]","[7.450458776, 13.46544194]","[7.682286625, 14.53356216]","[7.965388886, 15.67819024]","[8.300260888, 16.90557594]"
1531676,1200214,3391.227087,1,0,1,"[8.0, 6.0]","[9.373425284, 6.684907888]","[10.97124887, 7.493365112]","[12.83050164, 8.445349913]","[14.99430649, 9.564142364]","[17.51287898, 10.87686651]","[20.44469188, 12.41512136]","[23.85782976, 14.21571508]","[27.83156436, 16.32151897]","[32.45818728, 18.78246117]","[37.84513895, 21.65668152]","[44.11748462, 25.01187488]","[51.4207885, 28.92685135]","[59.92445275, 33.49334945]"
1022032,1783624,579.9231176,1,0,1,"[6.714285714, 4.857142857]","[7.19736704, 5.164884892]","[7.712535179, 5.494565331]","[8.262014127, 5.847647797]","[8.848178066, 6.225696994]","[9.473561596, 6.630385534]","[10.14087066, 7.063501221]","[10.85299418, 7.526954825]","[11.61301651, 8.022788391]","[12.42423073, 8.553184129]","[13.29015273, 9.120473855]","[14.21453633, 9.727149078]","[15.20138937, 10.37587181]","[16.25499098, 11.06948611]"
1237949,967559,2344.35181,0,1,2,"[0.571428571, 2.142857143]","[0.603779128, 2.315591288]","[0.639136306, 2.501307203]","[0.677709312, 2.701019642]","[0.719724455, 2.915820856]","[0.765426417, 3.146886585]","[0.81507963, 3.395482497]","[0.868969753, 3.662971132]","[0.927405265, 3.950819363]","[0.990719189, 4.260606439]","[1.059270945, 4.594032647]","[1.133448343, 4.952928622]","[1.213669737, 5.339265364]","[1.300386336, 5.75516503]"
1297630,856785,2346.180734,0,1,2,"[8.0, 1.0]","[7.89090786, 1.372848883]","[7.795875695, 1.784083125]","[7.715903754, 2.238476315]","[7.652129854, 2.741370991]","[7.605845439, 3.298746921]","[7.578513597, 3.917297624]","[7.571789217, 4.604515938]","[7.58754159, 5.368789863]","[7.627879725, 6.219509846]","[7.695180689, 7.167188792]","[7.792121346, 8.223596398]","[7.921713898, 9.401909426]","[8.087345684, 10.71687989]"
1267648,1107734,2024.067831,0,1,2,"[8.0, 3.142857143]","[8.19306657, 4.172849888]","[8.482659979, 5.30649514]","[8.877435252, 6.561639889]","[9.387646005, 7.958435068]","[10.02534402, 9.519678684]","[10.80460883, 11.27120588]","[11.7418118, 13.24233322]","[12.85591879, 15.46636396]","[14.16883743, 17.9811639]","[15.70581431, 20.82981664]","[17.4958895, 24.06136998]","[19.57241615, 27.73168613]","[21.97365358, 31.90440899]"
1204737,676109,959.3683521,1,0,1,"[8.142857143, 7.714285714]","[9.51297925, 7.382937936]","[10.99608963, 7.107157203]","[12.60746923, 6.885862203]","[14.36384319, 6.718412532]","[16.28355591, 6.604613242]","[18.38676336, 6.544723267]","[20.69564504, 6.539467885]","[23.23463753, 6.590055399]","[26.03069198, 6.698198273]","[29.11355828, 6.866138979]","[32.51609861, 7.096680882]","[36.27463351, 7.3932245]","[40.42932397, 7.759809558]"
777763,1592077,1861.522529,0,1,2,"[1.285714286, 8.142857143]","[1.67303778, 8.76966352]","[2.118674652, 9.463131821]","[2.630516756, 10.23144293]","[3.217496397, 11.08382807]","[3.889722409, 12.03070526]","[4.658633847, 13.08383345]","[5.537173792, 14.25648681]","[6.539985507, 15.56365147]","[7.6836343, 17.02224803]","[8.986857835, 18.65138266]","[10.47084894, 20.47263093]","[12.15957503, 22.51035839]","[14.08013838, 24.79208238]"
889145,972539,3430.947558,1,0,1,"[3.428571429, 5.142857143]","[3.806011281, 5.014296334]","[4.193713234, 4.92022797]","[4.593665428, 4.858929499]","[5.007862793, 4.828933198]","[5.43831877, 4.829008783]","[5.887076751, 4.858148025]","[6.356221311, 4.915551211]","[6.847889301, 5.000615308]","[7.364280861, 5.112923721]","[7.907670438, 5.252237491]","[8.480417872, 5.418487862]","[9.084979633, 5.61177008]","[9.723920214, 5.832338436]"
1396998,834656,3343.932791,1,0,1,"[7.0, 1.428571429]","[8.249581858, 2.032911316]","[9.735139837, 2.765992004]","[11.50176303, 3.652992434]","[13.60317105, 4.723934311]","[16.10336424, 6.014609176]","[19.07858839, 7.567682213]","[22.61967325, 9.434006264]","[26.83481562, 11.67418573]","[31.85289035, 14.36043739]","[37.82738819, 17.57880373]","[44.94109723, 21.43178461]","[53.41166573, 26.0414648]","[63.49820843, 31.55322886]"
901500,1782840,434.6432334,0,1,2,"[0.142857143, 5.0]","[0.560243606, 5.012299444]","[0.978686961, 5.05943822]","[1.401094707, 5.141506737]","[1.830381953, 5.258838018]","[2.269491645, 5.412008332]","[2.72141483, 5.60183952]","[3.189211121, 5.829403004]","[3.676029486, 6.096025505]","[4.185129507, 6.40329649]","[4.719903252, 6.753077381]","[5.283897908, 7.147512599]","[5.880839325, 7.589042481]","[6.514656612, 8.080418155]"
1356095,1594214,2670.524788,1,0,1,"[5.285714286, 1.714285714]","[5.461240154, 1.958130906]","[5.654456733, 2.218364773]","[5.866626961, 2.496275546]","[6.09911137, 2.793248612]","[6.353375472, 3.110773909]","[6.630997692, 3.450453879]","[6.933677915, 3.814012025]","[7.263246666, 4.20330211]","[7.621675004, 4.620318057]","[8.011085137, 5.067204594]","[8.433761868, 5.546268702]","[8.8921649, 6.05999195]","[9.388942064, 6.611043733]"
1008750,801085,4447.664258,0,1,2,"[6.714285714, 3.571428571]","[7.492595566, 4.689949389]","[8.387679662, 6.058784247]","[9.420162913, 7.729597024]","[10.61459166, 9.764441257]","[12.0001997, 12.23782714]","[13.61182502, 15.2391963]","[15.49100674, 18.8758836]","[17.68729746, 23.27666028]","[20.25983316, 28.59597026]","[23.27921044, 35.01899203]","[26.82973074, 42.76768237]","[31.01208193, 52.10798574]","[35.94654098, 63.35842506]"
1215544,966017,1998.632744,1,0,1,"[3.571428571, 5.0]","[4.455374521, 5.081903854]","[5.45498053, 5.2142403]","[6.588916953, 5.402570521]","[7.878635818, 5.653420407]","[9.348796813, 5.974420659]","[11.02775735, 6.374468422]","[12.94813696, 6.863913889]","[15.14746636, 7.454775324]","[17.66893489, 8.160987142]","[20.56224968, 8.99868548]","[23.88462499, 9.986537527]","[27.70191867, 11.14612029]","[32.08994021, 12.50235708]"
1251112,779242,425.3979778,1,0,1,"[1.857142857, 1.571428571]","[1.987414277, 1.448735924]","[2.120727657, 1.342825912]","[2.257668022, 1.251948785]","[2.398802673, 1.174560817]","[2.544685725, 1.109301405]","[2.695862263, 1.054972751]","[2.852872166, 1.010521879]","[3.016253646, 0.975024716]","[3.186546534, 0.947671999]","[3.364295359, 0.927756799]","[3.550052251, 0.914663491]","[3.744379681, 0.907858001]","[3.947853096, 0.906879185]"
1550549,1345679,4511.326961,0,1,2,"[6.142857143, 7.857142857]","[6.438576624, 8.395336911]","[6.758867362, 8.967683531]","[7.105087049, 9.576472689]","[7.478694315, 10.22414135]","[7.881254708, 10.91328315]","[8.314447097, 11.64665871]","[8.780070502, 12.42720658]","[9.280051429, 13.25805492]","[9.816451666, 14.14253396]","[10.39147659, 15.08418907]","[11.00748404, 16.08679486]","[11.6669939, 17.15437024]","[12.37269809, 18.2911941]"
605979,668990,4610.155492,0,1,2,"[7.571428571, 2.0]","[7.310686211, 2.554534074]","[7.088709488, 3.150013309]","[6.905630516, 3.792230336]","[6.761851781, 4.487540846]","[6.658060296, 5.242930487]","[6.59524428, 6.066088742]","[6.574712557, 6.965490636]","[6.598116943, 7.950487148]","[6.667477886, 9.031405263]","[6.785213651, 10.2196587]","[6.9541734, 11.52787047]","[7.177674538, 12.97000858]","[7.459544753, 14.56153629]"
1157464,1500728,687.8217951,1,0,1,"[7.428571429, 5.714285714]","[8.056354073, 5.971627663]","[8.732404933, 6.259132382]","[9.460650671, 6.578730742]","[10.24532576, 6.93253007]","[11.09099703, 7.322827012]","[12.00259016, 7.752121477]","[12.98541822, 8.223131726]","[14.04521243, 8.738810696]","[15.18815531, 9.302363643]","[16.42091646, 9.917267224]","[17.75069104, 10.58729011]","[19.18524128, 11.31651523]","[20.73294122, 12.10936388]"
1169896,729817,1967.205505,1,0,1,"[2.428571429, 3.142857143]","[2.717832388, 2.881751374]","[3.015957422, 2.662108483]","[3.325209218, 2.479550566]","[3.647825652, 2.330290757]","[3.986041917, 2.211064699]","[4.342111354, 2.119070778]","[4.718325262, 2.051918027]","[5.117031952, 2.007580744]","[5.540655233, 1.984359074]","[5.991712544, 1.980844834]","[6.472832925, 1.99589198]","[6.986774979, 2.028591156]","[7.536445021, 2.078247875]"
1536339,1383361,1999.112771,0,1,2,"[0.571428571, 1.0]","[0.590236412, 1.204357563]","[0.615113614, 1.444247216]","[0.647051859, 1.726024598]","[0.687222339, 2.057176061]","[0.737007622, 2.44651997]","[0.79803919, 2.90444382]","[0.872241663, 3.443183526]","[0.961884885, 4.077152324]","[1.069645297, 4.823328243]","[1.198678211, 5.701710353]","[1.352702939, 6.735856002]","[1.536103084, 7.953513696]","[1.754044615, 9.387367921]"
1261786,1142682,1965.375873,0,1,2,"[0.714285714, 5.714285714]","[1.083449685, 6.257559106]","[1.496893885, 6.861625268]","[1.95966289, 7.53337424]","[2.477373504, 8.280477045]","[3.05627957, 9.111474074]","[3.70334407, 10.0358734]","[4.426319381, 11.0642602]","[5.233836592, 12.20841849]","[6.135504824, 13.48146653]","[7.14202177, 14.89800736]","[8.265296692, 16.47429645]","[9.518587168, 18.22842784]","[10.91665119, 20.1805413]"
1114122,1007420,2880.385835,1,0,1,"[2.857142857, 6.285714286]","[3.215001031, 6.49837935]","[3.598543685, 6.726926395]","[4.009633778, 6.972506297]","[4.45026918, 7.236353297]","[4.922592413, 7.519791022]","[5.428901099, 7.824238947]","[5.971659144, 8.151219315]","[6.553508734, 8.502364553]","[7.177283185, 8.879425221]","[7.846020706, 9.284278534]","[8.562979193, 9.718937511]","[9.331652009, 10.18556074]","[10.1557849, 10.68646287]"
1006301,1628192,4266.667411,0,1,2,"[7.857142857, 2.857142857]","[7.623151806, 3.245149682]","[7.408389363, 3.652114207]","[7.212593277, 4.079756856]","[7.035556122, 4.529902065]","[6.877125842, 5.004486381]","[6.737206487, 5.505567098]","[6.615759143, 6.035331465]","[6.512803062, 6.596106499]","[6.428417001, 7.190369478]","[6.362740787, 7.820759143]","[6.315977097, 8.490087581]","[6.288393478, 9.201352968]","[6.280324634, 9.957753242]"
1565929,1082294,2044.317115,0,1,2,"[5.714285714, 7.857142857]","[7.275666967, 10.13510626]","[9.273770359, 13.06231376]","[11.83165326, 16.82275836]","[15.10710982, 21.65243704]","[19.30246925, 27.85400708]","[24.67714932, 35.81555047]","[31.56373332, 46.03458305]","[40.38854907, 59.14874977]","[51.69799584, 75.97503228]","[66.19219343, 97.55975931]","[84.7679508, 125.2423002]","[108.5735529, 160.7359996]","[139.0785051, 206.2307518]"
1779979,1398538,4416.344427,0,1,2,"[4.428571429, 5.571428571]","[4.214563181, 5.991096932]","[4.044475367, 6.415677289]","[3.913731561, 6.847488766]","[3.818370171, 7.288712088]","[3.754970256, 7.74141447]","[3.720586702, 8.207571804]","[3.712693611, 8.689088483]","[3.729134845, 9.187815192]","[3.768080861, 9.705564943]","[3.827991063, 10.24412758]","[3.907580987, 10.80528299]","[4.005793729, 11.39081316]","[4.121775098, 12.00251335]"
996462,1718173,2856.67329,0,1,2,"[5.0, 4.142857143]","[4.621067248, 4.523918235]","[4.301740415, 4.921384719]","[4.036036268, 5.337649089]","[3.818751667, 5.775126607]","[3.645376704, 6.236274095]","[3.512018479, 6.723608023]","[3.415334277, 7.239722062]","[3.35247304, 7.787304306]","[3.321024187, 8.369154296]","[3.318972963, 8.988200021]","[3.344661563, 9.647515022]","[3.396755397, 10.35033573]","[3.474213923, 11.1000792]"
736502,980271,1887.671153,0,1,2,"[8.285714286, 3.0]","[8.223578254, 3.645311154]","[8.22869353, 4.367918551]","[8.305849096, 5.179567112]","[8.460798392, 6.093604175]","[8.70037714, 7.125208068]","[9.032638852, 8.291648639]","[9.467010262, 9.612583886]","[10.01446966, 11.11039824]","[10.68775084, 12.81058753]","[11.50157664, 14.74219786]","[12.47292573, 16.93832543]","[13.62133726, 19.43668544]","[14.96925869, 22.28026021]"
640903,1480751,1711.7921,1,0,1,"[8.285714286, 6.428571429]","[9.567119315, 6.225188725]","[10.98516864, 6.067833116]","[12.55788092, 5.957031228]","[14.30536043, 5.893737599]","[16.25005567, 5.879360448]","[18.41704795, 5.915792374]","[20.83437398, 6.005446466]","[23.53338596, 6.151298334]","[26.54915367, 6.356934614]","[29.92091311, 6.62660861]","[33.69256714, 6.965303802]","[37.91324362, 7.37880602]","[42.6379176, 7.87378521]"
1270747,1084058,859.5826665,0,1,2,"[1.0, 4.571428571]","[1.225562182, 5.463224426]","[1.492811152, 6.529973463]","[1.81011899, 7.805903361]","[2.18747893, 9.331940833]","[2.636823827, 11.15702027]","[3.172406661, 13.33964729]","[3.811255102, 15.9497665]","[4.573714536, 19.07099214]","[5.484096656, 22.80327133]","[6.571454008, 27.266063]","[7.870504719, 32.60213061]","[9.422736247, 38.98206532]","[11.27772232, 46.60967735]"
