N1,N2,Ts,alpha1*,alpha2*,alpha*,gamI-Day1,gamI-Day2,gamI-Day3,gamI-Day4,gamI-Day5,gamI-Day6,gamI-Day7,gamI-Day8,gamI-Day9,gamI-Day10,gamI-Day11,gamI-Day12,gamI-Day13,gamI-Day14
1045872,957716,1639.916485,1,0,1,"[3.142857143, 1.285714286]","[3.198771993, 1.335994913]","[3.256770955, 1.385574204]","[3.316829131, 1.434575922]","[3.37892651, 1.483115638]","[3.44304764, 1.5313014]","[3.509181347, 1.579234337]","[3.577320457, 1.627009259]","[3.647461551, 1.674715161]","[3.719604746, 1.72243572]","[3.793753475, 1.770249749]","[3.869914314, 1.8182316]","[3.948096794, 1.866451565]","[4.028313255, 1.914976215]"
753950,628673,1301.602792,1,0,1,"[2.857142857, 2.142857143]","[3.229338633, 2.347525347]","[3.647622583, 2.578110155]","[4.117718009, 2.837825625]","[4.646058233, 3.130284667]","[5.239874583, 3.459548497]","[5.907295168, 3.830182152]","[6.657455844, 4.247316873]","[7.500624928, 4.716720223]","[8.448343185, 5.244874809]","[9.513581034, 5.839066696]","[10.71091505, 6.507484699]","[12.05672618, 7.259331928]","[13.56942217, 8.104950961]"
1294950,1387368,1457.989071,1,0,1,"[8.285714286, 1.571428571]","[8.709977095, 2.06139922]","[9.18803531, 2.591340184]","[9.724972202, 3.165512991]","[10.32638882, 3.788599152]","[10.99845555, 4.465742385]","[11.74796881, 5.202595021]","[12.58241334, 6.005369023]","[13.51003075, 6.880892097]","[14.53989492, 7.836669375]","[15.68199475, 8.880951223]","[16.94732532, 10.02280777]","[18.3479879, 11.27221085]","[19.89729996, 12.64012401]"
690653,755555,2268.973216,1,0,1,"[7.142857143, 8.285714286]","[7.756858842, 7.640233379]","[8.381614444, 7.081236416]","[9.020331723, 6.600012549]","[9.676108928, 6.188860994]","[10.35196047, 5.840981942]","[11.05084046, 5.550379794]","[11.77566447, 5.311777197]","[12.52932968, 5.120538746]","[13.31473365, 4.972603276]","[14.13479198, 4.86442383]","[14.99245489, 4.792914432]","[15.89072303, 4.755402955]","[16.8326626, 4.74958939]"
1251439,1246471,1419.250549,0,1,2,"[6.714285714, 6.714285714]","[7.618453746, 8.049663026]","[8.685892287, 9.622889737]","[9.945757982, 11.47645464]","[11.43241198, 13.66042877]","[13.18634739, 16.2338158]","[15.2552813, 19.26614168]","[17.69544051, 22.8393259]","[20.57307492, 27.0498834]","[23.96623849, 32.01151497]","[27.96688398, 37.8581528]","[32.68332671, 44.7475411]","[38.24314077, 52.86544256]","[44.79656072, 62.43057614]"
894498,1796165,1976.671195,0,1,2,"[0.571428571, 4.571428571]","[0.685282201, 4.830286711]","[0.80171597, 5.111337863]","[0.921291698, 5.415819999]","[1.044582704, 5.745078718]","[1.172176579, 6.100573141]","[1.304678004, 6.48388232]","[1.442711636, 6.896712202]","[1.58692507, 7.340903178]","[1.737991889, 7.818438211]","[1.896614819, 8.331451619]","[2.063529007, 8.882238554]","[2.239505449, 9.473265229]","[2.42535454, 10.10717985]"
1111622,981683,2451.039373,1,0,1,"[5.428571429, 1.0]","[5.721213343, 1.30205123]","[6.039955724, 1.611190983]","[6.386298881, 1.92878641]","[6.761869139, 2.256247625]","[7.168426413, 2.595033968]","[7.607872379, 2.946660509]","[8.082259297, 3.312704811]","[8.593799497, 3.694813994]","[9.144875615, 4.094712134]","[9.738051593, 4.514208026]","[10.37608447, 4.955203311]","[11.06193704, 5.419701056]","[11.79879149, 5.909814792]"
1115324,632247,322.8038076,1,0,1,"[8.428571429, 5.714285714]","[8.947810121, 6.227166178]","[9.507107266, 6.780086868]","[10.10957418, 7.376157256]","[10.75856335, 8.01872757]","[11.45768706, 8.711407317]","[12.21083742, 9.458085224]","[13.02220792, 10.26295068]","[13.89631663, 11.13051682]","[14.83803118, 12.06564533]","[15.8525956, 13.07357309]","[16.94565923, 14.15994091]","[18.12330778, 15.3308243]","[19.39209682, 16.5927667]"
1595227,1034597,2465.592154,1,0,1,"[8.285714286, 8.142857143]","[9.934662961, 9.470906031]","[11.9008348, 11.02656188]","[14.24419623, 12.85009864]","[17.03593718, 14.98905096]","[20.36055737, 17.49953533]","[24.31833751, 20.44781213]","[29.0282659, 23.91213207]","[34.6315029, 27.98491832]","[41.29548085, 32.77534475]","[49.21875395, 38.41238115]","[58.63673259, 45.04838864]","[69.82845767, 52.86336144]","[83.12460021, 62.06992938]"
781693,1057834,1204.742454,0,1,2,"[0.142857143, 7.142857143]","[0.323799362, 7.437274905]","[0.505627163, 7.748380916]","[0.688742377, 8.07687566]","[0.873549993, 8.423498402]","[1.060459052, 8.789028833]","[1.249883538, 9.174288793]","[1.442243289, 9.580144066]","[1.637964935, 10.00750635]","[1.837482813, 10.4573352]","[2.041239937, 10.93064018]","[2.249688979, 11.42848312]","[2.463293228, 11.95198034]","[2.682527669, 12.50230526]"
1344312,1209441,2623.448806,1,0,1,"[2.428571429, 6.857142857]","[3.254420244, 7.150113447]","[4.197496904, 7.474903113]","[5.273652887, 7.835703166]","[6.500872426, 8.237267752]","[7.899558925, 8.684989498]","[9.4928595, 9.184985268]","[11.30703314, 9.744193471]","[13.37186764, 10.37048431]","[15.72115264, 11.07278491]","[18.39321493, 11.86122104]","[21.43152551, 12.74727785]","[24.88538697, 13.7439821]","[28.81071148, 14.86610847]"
904917,1525236,2092.262294,1,0,1,"[3.285714286, 4.285714286]","[4.090524623, 4.464377626]","[5.061766902, 4.697528012]","[6.234466376, 4.996216329]","[7.651000005, 5.373823796]","[9.362637737, 5.846550776]","[11.43140596, 6.434007973]","[13.93233993, 7.159931389]","[16.95620577, 8.053046797]","[20.61278884, 9.148114813]","[25.03486498, 10.48719403]","[30.38299429, 12.12116726]","[36.85130454, 14.11158517]","[44.67446418, 16.53289229]"
924302,837008,2368.070047,0,1,2,"[2.571428571, 7.428571429]","[2.94110453, 7.616872712]","[3.312931895, 7.827582028]","[3.688157492, 8.06094068]","[4.068012468, 8.31726328]","[4.453716887, 8.596937199]","[4.846484235, 8.900422281]","[5.247525728, 9.228250823]","[5.658054504, 9.581027783]","[6.079289902, 9.959431245]","[6.512461365, 10.36421312]","[6.958812561, 10.79620008]","[7.419605364, 11.25629472]","[7.896123647, 11.74547697]"
1311614,920483,1067.055186,0,1,2,"[8.428571429, 3.571428571]","[9.093336472, 5.304797345]","[9.974275116, 7.492866878]","[11.12938228, 10.25957766]","[12.6324256, 13.76251607]","[14.5772241, 18.2020309]","[17.08308437, 23.83280868]","[20.30170408, 30.97856167]","[24.42593665, 40.05065659]","[29.70091098, 51.57171781]","[36.43813164, 66.20550671]","[45.03334082, 84.79469149]","[55.98912079, 108.4085094]","[69.94345657, 138.4027852]"
1027993,603086,2641.491217,0,1,2,"[4.142857143, 1.0]","[3.791351526, 1.379747702]","[3.500944414, 1.774129388]","[3.266444018, 2.188732325]","[3.083559513, 2.629357276]","[2.948824261, 3.102100588]","[2.859532432, 3.613439255]","[2.813687654, 4.170320349]","[2.809962923, 4.780255898]","[2.847670944, 5.451424556]","[2.926744296, 6.192781439]","[3.047724985, 7.014177636]","[3.211763093, 7.92649088]","[3.420624345, 8.941769114]"
1071201,952616,2755.816435,1,0,1,"[3.857142857, 5.142857143]","[4.370536738, 4.864873619]","[4.882525054, 4.654211265]","[5.397931892, 4.503471135]","[5.921221129, 4.406405669]","[6.456566671, 4.357767751]","[7.007914267, 4.35318133]","[7.579036262, 4.389030398]","[8.173580256, 4.462364055]","[8.795112662, 4.57081538]","[9.447157969, 4.712532232]","[10.13323441, 4.886118393]","[10.85688667, 5.090583679]","[11.62171613, 5.325301821]"
1430952,775463,1777.482214,0,1,2,"[0.285714286, 6.0]","[0.41451259, 6.639179196]","[0.550407386, 7.348850502]","[0.694659861, 8.136606852]","[0.848633562, 9.010869889]","[1.013807943, 9.980979276]","[1.191793189, 11.05729154]","[1.384346485, 12.25128954]","[1.593389886, 13.57570371]","[1.821029968, 15.04464628]","[2.06957946, 16.67375971]","[2.341581076, 18.48038099]","[2.639833782, 20.48372344]","[2.967421771, 22.70507754]"
971275,1702335,843.5492515,0,1,2,"[0.714285714, 3.714285714]","[0.877317142, 4.0139682]","[1.063651912, 4.343175398]","[1.276282903, 4.705182946]","[1.518574177, 5.103650458]","[1.794306416, 5.542667528]","[2.107727909, 6.026805324]","[2.463611712, 6.561174373]","[2.867319758, 7.151489338]","[3.324874809, 7.804141653]","[3.843041072, 8.526280884]","[4.429414616, 9.325905908]","[5.092524799, 10.21196716]","[5.841947952, 11.19448119]"
1577589,730956,572.9299817,0,1,2,"[7.714285714, 3.857142857]","[7.646127009, 4.576256222]","[7.601193069, 5.338908659]","[7.580237491, 6.149373967]","[7.584124181, 7.012252967]","[7.613834537, 7.932501522]","[7.670475293, 8.915460799]","[7.755287085, 9.966889941]","[7.86965379, 11.09300137]","[8.015112699, 12.30049886]","[8.193365586, 13.59661875]","[8.406290747, 14.9891743]","[8.655956084, 16.48660375]","[8.944633285, 18.098022]"
827225,1382519,1657.616349,1,0,1,"[4.428571429, 5.0]","[4.686136319, 4.906943309]","[4.934971351, 4.83661032]","[5.176579897, 4.786796123]","[5.412311777, 4.755550242]","[5.643380741, 4.741148517]","[5.870880004, 4.742068111]","[6.095796076, 4.75696531]","[6.319021045, 4.784655805]","[6.541363519, 4.824097163]","[6.763558351, 4.874373268]","[6.986275265, 4.934680537]","[7.210126558, 5.00431565]","[7.435673968, 5.082664618]"
749125,761559,1509.698205,1,0,1,"[7.142857143, 2.571428571]","[8.933201973, 3.473123428]","[11.19184584, 4.608977963]","[14.04107823, 6.040167874]","[17.63508158, 7.843833277]","[22.16822435, 10.11723573]","[27.88549537, 12.98299204]","[35.09562499, 16.59566123]","[44.18756902, 21.15002841]","[55.65119861, 26.89151607]","[70.1032303, 34.12925444]","[88.31967127, 43.25247108]","[111.2763286, 54.75101004]","[140.1992426, 69.24096724]"
1119791,1348749,205.9472714,1,0,1,"[7.0, 5.0]","[7.691472217, 4.875510285]","[8.412617426, 4.808172956]","[9.168606796, 4.793421347]","[9.964605654, 4.827524478]","[10.80582523, 4.907492746]","[11.69757124, 5.030997555]","[12.64529006, 5.196302946]","[13.65461315, 5.402207793]","[14.73140019, 5.647997256]","[15.88178148, 5.933402382]","[17.1122001, 6.258566881]","[18.42945423, 6.624020261]","[19.84073992, 7.030656623]"
1354109,1235227,2355.028561,0,1,2,"[0.571428571, 5.428571429]","[0.637756819, 5.56122438]","[0.700889491, 5.700554061]","[0.761266697, 5.846467078]","[0.819286022, 5.99889728]","[0.875307035, 6.157803445]","[0.929655329, 6.323167217]","[0.982626147, 6.494991271]","[1.034487635, 6.673297688]","[1.08548376, 6.858126506]","[1.135836928, 7.049534449]","[1.185750323, 7.247593804]","[1.23541002, 7.45239142]","[1.284986898, 7.664027834]"
1779202,1232018,804.5076014,1,0,1,"[6.714285714, 1.571428571]","[6.784012833, 2.113980605]","[6.888510949, 2.625607359]","[7.025612808, 3.111831432]","[7.193518737, 3.577581375]","[7.390756471, 4.027268586]","[7.616146107, 4.464855036]","[7.86876962, 4.893912855]","[8.147944386, 5.317676813]","[8.453200219, 5.739090594]","[8.784259511, 6.160847625]","[9.141020108, 6.585427134]","[9.523540599, 7.015126043]","[9.932027741, 7.452087213]"
950080,989406,1619.780425,1,0,1,"[1.857142857, 3.285714286]","[2.478161932, 3.558861682]","[3.22646118, 3.869854389]","[4.126356065, 4.225273119]","[5.206741568, 4.63291342]","[6.501951198, 5.102012771]","[8.052776613, 5.643520196]","[9.907677674, 6.270416309]","[12.12421827, 6.998093216]","[14.77076966, 7.844805419]","[17.92853058, 8.832204867]","[21.69392226, 9.985975819]","[26.18142728, 11.336588]","[31.5269528, 12.92018992]"
972398,1368728,87.2152955,1,0,1,"[7.714285714, 4.0]","[7.751514223, 4.338919865]","[7.807022651, 4.671623765]","[7.88000927, 4.999299468]","[7.969759261, 5.323060117]","[8.075638353, 5.643950983]","[8.197086997, 5.962955684]","[8.333615046, 6.281001924]","[8.48479683, 6.598966843]","[8.65026676, 6.917681846]","[8.829715267, 7.237937113]","[9.022884969, 7.560485912]","[9.229567469, 7.886048258]","[9.449600109, 8.21531467]"
1308199,1123882,281.0917724,1,0,1,"[5.857142857, 0.428571429]","[6.24079585, 0.832475452]","[6.662616178, 1.26040418]","[7.125838631, 1.714851328]","[7.633987749, 2.198518817]","[8.190903211, 2.714335503]","[8.800767441, 3.265477519]","[9.468135633, 3.855390392]","[10.19796843, 4.487813097]","[10.99566744, 5.166804199]","[11.86711388, 5.896770271]","[12.81871062, 6.682496787]","[13.85742782, 7.529181704]","[14.99085264, 8.442471958]"
1352388,712580,1534.277205,1,0,1,"[6.142857143, 2.714285714]","[6.951554577, 3.109207788]","[7.869439317, 3.558476877]","[8.911322593, 4.069492668]","[10.09402518, 4.650659598]","[11.43664949, 5.311522951]","[12.96088877, 6.062923462]","[14.69137742, 6.91717259]","[16.65608912, 7.888251581]","[18.8867881, 8.992037255]","[21.41954102, 10.24655801]","[24.29529791, 11.67228446]","[27.56055053, 13.2924588]","[31.26807852, 15.13346808]"
1024365,1780602,501.965278,1,0,1,"[1.857142857, 3.857142857]","[2.058753689, 3.834344263]","[2.250323675, 3.816803231]","[2.432650681, 3.804185641]","[2.60647521, 3.796182454]","[2.772484603, 3.79250789]","[2.93131693, 3.792897736]","[3.083564593, 3.797107788]","[3.229777696, 3.804912391]","[3.370467133, 3.816103094]","[3.506107439, 3.830487421]","[3.637139501, 3.847887695]","[3.76397302, 3.868139968]","[3.886988741, 3.891093058]"
1334612,1090645,936.3794169,1,0,1,"[1.571428571, 2.142857143]","[1.783297067, 2.023115293]","[2.010513909, 1.929447116]","[2.255314389, 1.860151584]","[2.520081485, 1.813847958]","[2.807369596, 1.78945226]","[3.119929669, 1.786157686]","[3.460735955, 1.803418681]","[3.833014679, 1.840938392]","[4.240274892, 1.898659262]","[4.686341808, 1.97675659]","[5.175392946, 2.075634917]","[5.711997416, 2.195927113]","[6.301158723, 2.338496102]"
1335270,873614,185.5450052,1,0,1,"[2.142857143, 6.714285714]","[2.64313436, 6.724748918]","[3.156257468, 6.751806951]","[3.683645006, 6.795737129]","[4.226768285, 6.856861491]","[4.787155621, 6.935548142]","[5.366396768, 7.032212728]","[5.966147568, 7.147320044]","[6.588134796, 7.281385779]","[7.234161202, 7.434978393]","[7.906110891, 7.608721172]","[8.605954906, 7.803294426]","[9.335757001, 8.019437818]","[10.09767992, 8.257952938]"
1000957,1599346,760.6302129,1,0,1,"[4.571428571, 6.285714286]","[4.972395468, 6.024271685]","[5.390771132, 5.799521742]","[5.828359107, 5.609532997]","[6.287024484, 5.452594425]","[6.76870222, 5.327201952]","[7.275405637, 5.232046316]","[7.809235145, 5.166002206]","[8.372387215, 5.128118564]","[8.967163644, 5.117609999]","[9.595981175, 5.133849224]","[10.26138151, 5.176360442]","[10.96604171, 5.24481373]","[11.71278498, 5.339020236]"
735031,1501636,207.4240995,1,0,1,"[1.142857143, 5.142857143]","[1.483500192, 5.4932251]","[1.882360651, 5.877080636]","[2.348419682, 6.298563222]","[2.892005649, 6.762389198]","[3.524994331, 7.273935617]","[4.261038766, 7.839336443]","[5.115833001, 8.465592876]","[6.107414774, 9.160699928]","[7.256512887, 9.933791642]","[8.586945559, 10.79530762]","[10.12607752, 11.75718409]","[11.90534408, 12.83307308]","[13.96085182, 14.03859364]"
1618134,1156227,233.3077135,1,0,1,"[0.714285714, 7.285714286]","[1.015865031, 6.763894775]","[1.333752719, 6.301215708]","[1.671525916, 5.894089958]","[2.033035375, 5.539429719]","[2.422450268, 5.234624595]","[2.844307071, 4.977524176]","[3.30356319, 4.766424967]","[3.805655932, 4.60006164]","[4.35656751, 4.477602608]","[4.962896883, 4.398649945]","[5.631939289, 4.363243744]","[6.37177442, 4.371871036]","[7.19136433, 4.425479451]"
1504415,874558,2418.602017,0,1,2,"[5.857142857, 2.428571429]","[5.333681363, 3.219017131]","[4.889601949, 4.030848959]","[4.517436953, 4.873721743]","[4.210798701, 5.757446165]","[3.96427347, 6.69210761]","[3.773330289, 7.688185402]","[3.634242956, 8.756674004]","[3.544023941, 9.909207679]","[3.500369147, 11.15818997]","[3.501612538, 12.51692945]","[3.546689807, 13.99978335]","[3.635110423, 15.62231046]","[3.766937493, 17.40143508]"
1342661,1022814,1167.222876,0,1,2,"[3.0, 7.0]","[3.868138935, 8.582402331]","[4.93837492, 10.54348937]","[6.258887596, 12.97321854]","[7.889301995, 15.98291521]","[9.903404423, 19.71033717]","[12.39250082, 24.32593438]","[15.46956838, 30.04058252]","[19.27438593, 37.115133]","[23.9798715, 45.87219907]","[29.79990691, 56.7106913]","[36.99899262, 70.12372741]","[45.90415101, 86.72067495]","[56.91958802, 107.2542421]"
1728588,856196,1203.983942,0,1,2,"[4.571428571, 1.142857143]","[4.655269476, 1.769958776]","[4.784987125, 2.47509868]","[4.966291856, 3.27187333]","[5.205888609, 4.175996341]","[5.511631755, 5.205639233]","[5.892704788, 6.381826283]","[6.359828882, 7.728892047]","[6.925504904, 9.275011609]","[7.604293986, 11.05281455]","[8.413143127, 13.10009662]","[9.371762434, 15.46064343]","[10.50306268, 18.18518479]","[11.83366212, 21.33249886]"
1112942,1286537,336.0988332,1,0,1,"[4.714285714, 7.857142857]","[5.220996838, 7.891314844]","[5.716181991, 7.952019027]","[6.202325211, 8.037880355]","[6.681728376, 8.147697325]","[7.156530459, 8.280427202]","[7.628725041, 8.435172686]","[8.100176251, 8.611169904]","[8.572633278, 8.807777606]","[9.047743542, 9.024467491]","[9.527064742, 9.260815483]","[10.01207597, 9.516493841]","[10.50418763, 9.791264232]","[11.00475062, 10.08497153]"
1760745,884020,2112.370525,0,1,2,"[7.0, 1.428571429]","[6.423506016, 2.250847979]","[5.982466398, 3.115313337]","[5.667086454, 4.039574295]","[5.470213031, 5.04237771]","[5.387173121, 6.143990408]","[5.415664432, 7.366607972]","[5.555695217, 8.734801016]","[5.809571997, 10.2760073]","[6.181934494, 12.02108]","[6.679838253, 14.00490208]","[7.312886352, 16.26707999]","[8.09341237, 18.85272842]","[9.036718312, 21.8133633]"
1513458,1018616,2323.762492,0,1,2,"[4.285714286, 5.0]","[4.484426738, 5.477189476]","[4.70246363, 5.991239321]","[4.941310386, 6.54515834]","[5.202573767, 7.142196763]","[5.48799159, 7.785865646]","[5.799443231, 8.479957809]","[6.138960968, 9.228570454]","[6.50874222, 10.03612956]","[6.911162782, 10.90741625]","[7.3487911, 11.84759519]","[7.824403693, 12.86224533]","[8.341001809, 13.95739298]","[8.901829415, 15.1395476]"
710659,1420280,2277.992608,0,1,2,"[0.714285714, 4.714285714]","[0.904575795, 4.742132635]","[1.087649483, 4.77452858]","[1.264044533, 4.811313928]","[1.434267066, 4.852341354]","[1.598793569, 4.897475115]","[1.758072765, 4.946590378]","[1.912527377, 4.999572588]","[2.062555768, 5.056316885]","[2.20853351, 5.116727541]","[2.350814813, 5.180717455]","[2.489733891, 5.248207669]","[2.625606275, 5.3191269]","[2.758729954, 5.393411141]"
667607,889668,1405.254156,0,1,2,"[7.0, 5.285714286]","[6.827878131, 6.040584074]","[6.729591143, 6.841776006]","[6.702579729, 7.69655338]","[6.745070485, 8.612576386]","[6.856041025, 9.597972089]","[7.035193506, 10.66140765]","[7.28293613, 11.81216741]","[7.600372222, 13.06023457]","[7.989296623, 14.41637816]","[8.452199182, 15.89224604]","[8.992275219, 17.50046471]","[9.613442905, 19.2547468]","[10.32036756, 21.17000701]"
663435,906161,1319.469672,0,1,2,"[3.571428571, 0.428571429]","[3.756549482, 0.574191723]","[3.958300677, 0.739953087]","[4.178578246, 0.928385031]","[4.419507657, 1.14232918]","[4.683471822, 1.384977625]","[4.973142617, 1.659915995]","[5.291516242, 1.971171785]","[5.641952945, 2.32326865]","[6.02822156, 2.721287294]","[6.454549532, 3.170933856]","[6.925679063, 3.678616678]","[7.446930089, 4.251532421]","[8.024270956, 4.897762716]"
1322859,1455264,1039.765479,0,1,2,"[4.857142857, 7.714285714]","[6.154448009, 9.083131386]","[7.733544301, 10.73554417]","[9.65433496, 12.73146795]","[11.98941698, 15.14354087]","[14.826766, 18.05978044]","[18.2729871, 21.58683453]","[22.45724967, 25.853917]","[27.53604921, 31.01757052]","[33.69896765, 37.26742873]","[41.17563873, 44.83318458]","[50.24416597, 53.99301311]","[61.24129016, 65.08374624]","[74.57466008, 78.51315509]"
1300011,1274676,1484.199746,0,1,2,"[2.428571429, 5.571428571]","[2.978612919, 6.433604679]","[3.63779625, 7.43590569]","[4.426579824, 8.601860168]","[5.369149857, 9.959027098]","[6.49408913, 11.53969398]","[7.835164526, 13.38169638]","[9.432254209, 15.52938007]","[11.33243899, 18.03473039]","[13.59128669, 20.95869797]","[16.2743633, 24.37275468]","[19.45900999, 28.36071908]","[23.23643276, 33.02089829]","[27.71415877, 38.46860039]"
1283937,815904,2723.246313,1,0,1,"[4.428571429, 3.571428571]","[4.508191589, 3.640830571]","[4.589613972, 3.711269289]","[4.672840823, 3.782789493]","[4.757877518, 3.855434252]","[4.844732297, 3.92924517]","[4.933416082, 4.00426255]","[5.023942208, 4.080525631]","[5.116326341, 4.15807267]","[5.210586229, 4.236941163]","[5.306741594, 4.317167951]","[5.404814054, 4.398789291]","[5.504826913, 4.481841066]","[5.606805126, 4.56635881]"
1420217,1138655,1063.050271,0,1,2,"[1.142857143, 4.428571429]","[1.161066154, 4.737721111]","[1.184959469, 5.067053334]","[1.214585919, 5.417986398]","[1.250022897, 5.792030225]","[1.291376378, 6.190792826]","[1.338781087, 6.615987189]","[1.392400814, 7.069438594]","[1.452428863, 7.553092416]","[1.519088656, 8.06902243]","[1.59263447, 8.619439611]","[1.673352326, 9.206701533]","[1.761561027, 9.833322423]","[1.857613351, 10.50198383]"
647087,1209899,1641.664584,1,0,1,"[8.0, 7.428571429]","[9.392568382, 7.323760101]","[10.98248641, 7.268838084]","[12.79976932, 7.267719111]","[14.87886849, 7.325090887]","[17.25933015, 7.446519882]","[19.98654972, 7.638572076]","[23.11263706, 7.908952115]","[26.6974065, 8.266663284]","[30.80951059, 8.722191484]","[35.52773726, 9.287716553]","[40.94249146, 9.977354598]","[47.15748927, 10.80743617]","[54.29168925, 11.79682471]"
1703304,638195,1851.882672,0,1,2,"[4.571428571, 1.285714286]","[4.905749374, 1.653122417]","[5.285607994, 2.075517918]","[5.717587587, 2.560896765]","[6.209226335, 3.118414887]","[6.769155939, 3.75855621]","[7.407260109, 4.49332492]","[8.134856002, 5.336465502]","[8.964901919, 6.303714515]","[9.912234961, 7.413088578]","[10.99384301, 8.685213782]","[12.22917603, 10.14370254]","[13.64050199, 11.81558411]","[15.25331446, 13.73179736]"
