N1,N2,Ts,alpha1*,alpha2*,alpha*,gamI-Day1,gamI-Day2,gamI-Day3,gamI-Day4,gamI-Day5,gamI-Day6,gamI-Day7,gamI-Day8,gamI-Day9,gamI-Day10,gamI-Day11,gamI-Day12,gamI-Day13,gamI-Day14
1189688,1523491,1313.712167,1,0,1,"[1.0, 1.142857143]","[1.086970276, 1.180813596]","[1.17601021, 1.22483752]","[1.267630777, 1.274840723]","[1.362327278, 1.330784668]","[1.460584016, 1.392676837]","[1.56287858, 1.460567676]","[1.669685782, 1.534548053]","[1.781481314, 1.614747197]","[1.898745161, 1.701331043]","[2.021964823, 1.794500958]","[2.151638366, 1.894492821]","[2.288277324, 2.001576417]","[2.432409542, 2.116055098]"
679899,960670,715.9115468,0,1,2,"[7.571428571, 5.571428571]","[7.596026963, 6.080571859]","[7.642956498, 6.621098779]","[7.712966492, 7.195412992]","[7.806892444, 7.806080124]","[7.925660753, 8.455839426]","[8.070293818, 9.147616234]","[8.241915544, 9.884535283]","[8.441757278, 10.66993493]","[8.671164221, 11.50738239]","[8.931602312, 12.40068997]","[9.224665612, 13.35393238]","[9.552084272, 14.37146526]","[9.915733127, 15.45794512]"
1432289,1133373,1187.056498,1,0,1,"[3.0, 2.714285714]","[3.067952745, 2.811635862]","[3.13980756, 2.909862938]","[3.215477823, 3.009191556]","[3.294894916, 3.109832303]","[3.378006618, 3.211983456]","[3.46477571, 3.315832496]","[3.555178705, 3.421557497]","[3.649204681, 3.529328423]","[3.746854358, 3.639308165]","[3.8481391, 3.751653686]","[3.953080243, 3.866516813]","[4.061708269, 3.984045218]","[4.174062315, 4.104383028]"
946276,997315,203.2079454,1,0,1,"[3.142857143, 3.285714286]","[3.667052335, 3.101354014]","[4.258594151, 2.965739295]","[4.928117038, 2.877270588]","[5.68767902, 2.835104823]","[6.550978467, 2.839151293]","[7.53360075, 2.890079867]","[8.653298662, 2.989341806]","[9.930312232, 3.139203705]","[11.38773295, 3.342795219]","[13.05191919, 3.604171555]","[14.95297042, 3.928391954]","[17.12526762, 4.321615515]","[19.60809031, 4.791216221]"
1179188,926223,1185.492334,0,1,2,"[6.142857143, 4.285714286]","[5.888774745, 4.984769247]","[5.706468496, 5.739285171]","[5.593345322, 6.557942447]","[5.547652591, 7.450134811]","[5.568452168, 8.426076831]","[5.65560432, 9.496920373]","[5.809761209, 10.67488139]","[6.032369808, 11.97337849]","[6.325684214, 13.40718475]","[6.692787452, 14.99259454]","[7.13762292, 16.74760705]","[7.665035807, 18.69212862]","[8.280824848, 20.84819594]"
632053,1134637,459.527349,1,0,1,"[4.285714286, 0.714285714]","[4.410656478, 0.779008967]","[4.541257772, 0.843526886]","[4.677629577, 0.907979627]","[4.819892101, 0.972503235]","[4.968174345, 1.03723004]","[5.122614117, 1.102289028]","[5.283358061, 1.167806222]","[5.450561707, 1.233905005]","[5.624389534, 1.300706469]","[5.805015051, 1.368329712]","[5.992620892, 1.436892164]","[6.187398933, 1.506509844]","[6.389550415, 1.577297682]"
731264,1796767,1293.714673,1,0,1,"[6.428571429, 5.571428571]","[7.050217762, 5.476431002]","[7.706107157, 5.397961035]","[8.399008049, 5.336046109]","[9.131858757, 5.290768962]","[9.907779985, 5.262268841]","[10.73008812, 5.250742931]","[11.60230938, 5.256447982]","[12.52819485, 5.279702167]","[13.51173656, 5.320887178]","[14.55718442, 5.380450537]","[15.66906434, 5.458908178]","[16.85219765, 5.556847302]","[18.11172154, 5.674929491]"
1399309,744597,197.1394052,0,1,2,"[2.142857143, 0.428571429]","[2.15214705, 0.701790881]","[2.18804647, 1.01633911]","[2.254196073, 1.380934584]","[2.355034556, 1.805941433]","[2.495947566, 2.303690745]","[2.683445779, 2.888863871]","[2.925377778, 3.57894966]","[3.231184406, 4.394789936]","[3.612202588, 5.361230176]","[4.082028154, 6.507895669]","[4.656949018, 7.870117271]","[5.356462219, 9.490035408]","[6.203890909, 11.41791638]"
1190838,1090337,958.4932229,0,1,2,"[7.285714286, 5.571428571]","[7.185170958, 6.575280981]","[7.135960932, 7.661995456]","[7.1393903, 8.842537774]","[7.197207484, 10.12894296]","[7.311630857, 11.53444102]","[7.485380799, 13.07359558]","[7.721716559, 14.762457]","[8.024478359, 16.61873143]","[8.398135216, 18.66196769]","[8.847839012, 20.91376368]","[9.379485403, 23.39799467]","[9.999782225, 26.14106556]","[10.71632613, 29.17218976]"
802734,1321614,129.8501356,0,1,2,"[2.857142857, 3.285714286]","[2.783253743, 3.598448978]","[2.722071024, 3.912780975]","[2.672912737, 4.229783365]","[2.635164963, 4.550499769]","[2.608277143, 4.875949167]","[2.591757793, 5.207130439]","[2.585170591, 5.545026685]","[2.58813078, 5.890609332]","[2.600301921, 6.244842032]","[2.621392942, 6.608684375]","[2.651155398, 6.98309551]","[2.689381037, 7.369037594]","[2.735899627, 7.767479055]"
1407753,1429669,1146.205964,0,1,2,"[0.428571429, 1.142857143]","[0.41482513, 1.302853339]","[0.407082226, 1.481075915]","[0.405212869, 1.680029193]","[0.40917201, 1.902507525]","[0.418998477, 2.15163454]","[0.434815277, 2.430906948]","[0.456831095, 2.744243584]","[0.485343025, 3.096040362]","[0.520740554, 3.491231872]","[0.563510871, 3.935360497]","[0.614245545, 4.434654047]","[0.673648697, 4.996112967]","[0.742546742, 5.627608302]"
614032,834603,1035.816603,1,0,1,"[1.142857143, 2.857142857]","[1.708826129, 2.881491805]","[2.402405288, 2.967109212]","[3.258483171, 3.125834409]","[4.320943589, 3.372916839]","[5.645021678, 3.727882314]","[7.300272488, 4.215626862]","[9.3743111, 4.867797257]","[11.97752344, 5.724532391]","[15.24899763, 6.836658691]","[19.36398954, 8.268456843]","[24.54331378, 10.10114661]","[31.06514813, 12.4372735]","[39.27985895, 15.40622704]"
714938,1469541,164.6032659,0,1,2,"[4.142857143, 2.571428571]","[4.220611938, 2.846003572]","[4.3064814, 3.139164588]","[4.40101612, 3.452253124]","[4.504806375, 3.786706406]","[4.618484962, 4.144064207]","[4.742730221, 4.525976164]","[4.878269279, 4.934209614]","[5.025881529, 5.370657978]","[5.186402353, 5.837349773]","[5.360727107, 6.33645822]","[5.549815384, 6.870311539]","[5.75469558, 7.441403987]","[5.976469818, 8.052407726]"
626224,806092,773.8854391,1,0,1,"[7.142857143, 2.428571429]","[8.134406257, 2.852636157]","[9.268710207, 3.335522465]","[10.56616994, 3.885697102]","[12.05009968, 4.512835892]","[13.74714122, 5.227996124]","[15.68773639, 6.043813332]","[17.90666637, 6.974726025]","[20.44366609, 8.037231986]","[23.34412497, 9.250180855]","[26.65988505, 10.63510778]","[30.45014944, 12.21661372]","[34.78251715, 14.02279921]","[39.73415849, 16.08575812]"
1280533,1697067,941.0472811,0,1,2,"[7.142857143, 1.571428571]","[6.760529595, 2.192693545]","[6.433464163, 2.822292898]","[6.158514168, 3.464806431]","[5.93296138, 4.124850869]","[5.754490264, 4.807113693]","[5.62116554, 5.516387049]","[5.531412853, 6.257602004]","[5.484002382, 7.035863358]","[5.478035216, 7.856485299]","[5.512932363, 8.725028124]","[5.588426273, 9.647336298]","[5.704554784, 10.62957812]","[5.861657413, 11.67828722]"
1358771,951487,876.7557416,1,0,1,"[1.0, 5.714285714]","[1.374739336, 5.165439699]","[1.755908941, 4.704481862]","[2.148465278, 4.32230192]","[2.557357522, 4.011154003]","[2.987594828, 3.764507191]","[3.444312176, 3.576917459]","[3.93283583, 3.443918392]","[4.458749165, 3.361928819]","[5.027959838, 3.328175419]","[5.646769138, 3.340628755]","[6.321944379, 3.397951477]","[7.060795194, 3.499457589]","[7.871254638, 3.645081853]"
1771574,1257756,750.398191,0,1,2,"[5.142857143, 3.571428571]","[6.022422093, 4.563291007]","[7.090083662, 5.776329474]","[8.386956243, 7.259057936]","[9.963154533, 9.070611719]","[11.87976243, 11.28307004]","[14.21123171, 13.98428502]","[17.04830403, 17.28132714]","[20.50156977, 21.30468039]","[24.70580154, 26.21334903]","[29.82522988, 32.20107191]","[36.05996359, 39.50388145]","[43.6538005, 48.40929375]","[52.90372505, 59.26747511]"
878560,633723,166.103938,0,1,2,"[5.285714286, 3.428571429]","[5.317914601, 3.899699649]","[5.379206545, 4.405849554]","[5.470803195, 4.950763736]","[5.594114527, 5.538503108]","[5.750760808, 6.173477861]","[5.942587491, 6.860481173]","[6.171681736, 7.604725917]","[6.440390689, 8.411884642]","[6.751341662, 9.288133117]","[7.107464375, 10.24019777]","[7.512015431, 11.27540739]","[7.968605216, 12.40174939]","[8.481227429, 13.62793119]"
1276460,1135278,967.0236659,0,1,2,"[4.571428571, 4.714285714]","[4.906773786, 5.368374204]","[5.288544173, 6.081444803]","[5.720929791, 6.860531947]","[6.208619701, 7.713365263]","[6.75685121, 8.648447067]","[7.371464637, 9.675137878]","[8.058964086, 10.80375066]","[8.826584871, 12.04565478]","[9.682368268, 13.41339074]","[10.63524435, 14.92079675]","[11.69512376, 16.58314847]","[12.87299925, 18.41731318]","[14.18105808, 20.44192005]"
1768460,1141323,915.5239019,1,0,1,"[8.285714286, 6.571428571]","[10.01833585, 7.263531296]","[12.05416956, 8.102949409]","[14.44852435, 9.115355361]","[17.26668587, 10.33110613]","[20.58571746, 11.78608687]","[24.4965847, 13.52270632]","[29.10666117, 15.59107123]","[34.54268321, 18.05037147]","[40.9542335, 20.97051358]","[48.51784561, 24.43404605]","[57.44183929, 28.53842826]","[67.97201467, 33.39870348]","[80.39835185, 39.15064533]"
1355966,1045543,873.8644313,0,1,2,"[0.571428571, 4.142857143]","[0.769029788, 4.610909832]","[0.986270462, 5.138548087]","[1.225761828, 5.733076543]","[1.490431059, 6.402704945]","[1.78356053, 7.156659698]","[2.108831954, 8.005309252]","[2.470375889, 8.960304757]","[2.872827385, 10.03473811]","[3.321388445, 11.2433194]","[3.821898147, 12.60257598]","[4.380911371, 14.13107598]","[5.005787233, 15.84967929]","[5.704788292, 17.78181895]"
791095,1712228,1297.912097,1,0,1,"[0.428571429, 5.285714286]","[0.716988485, 5.107353274]","[1.007536918, 4.950573954]","[1.301408785, 4.814667668]","[1.599806345, 4.69901386]","[1.903946964, 4.60307726]","[2.215068087, 4.526405423]","[2.534432268, 4.468626618]","[2.863332281, 4.429448061]","[3.203096331, 4.408654477]","[3.555093405, 4.406106973]","[3.920738803, 4.42174223]","[4.301499769, 4.455572028]","[4.698901337, 4.507683058]"
1119281,802202,1335.919812,1,0,1,"[6.857142857, 5.857142857]","[6.907709339, 6.040822258]","[6.967025988, 6.21552889]","[7.034175447, 6.382704579]","[7.108366391, 6.543603128]","[7.188916814, 6.699315392]","[7.275239537, 6.850791043]","[7.36682963, 6.998857442]","[7.463253549, 7.144235958]","[7.564139708, 7.28755612]","[7.669170279, 7.429367937]","[7.778074044, 7.570152632]","[7.890620372, 7.710331698]","[8.00661384, 7.850274982]"
974368,1330102,632.9274113,1,0,1,"[4.285714286, 7.142857143]","[5.243010377, 7.671360284]","[6.305440475, 8.260685911]","[7.484825154, 8.917660114]","[8.794310475, 9.649875161]","[10.24851619, 10.46577533]","[11.86370024, 11.37475221]","[13.65794171, 12.3872508]","[15.65134387, 13.51488723]","[17.86625966, 14.77057962]","[20.32754203, 16.16869352]","[23.06282182, 17.72520336]","[26.10281612, 19.45787181]","[29.48167031, 21.38644898]"
1709867,1685614,415.6567722,0,1,2,"[7.428571429, 7.142857143]","[7.238639884, 7.38884491]","[7.077409619, 7.61849489]","[6.941702185, 7.833786508]","[6.828700573, 8.036475968]","[6.73590822, 8.22812159]","[6.661112659, 8.410106274]","[6.602353296, 8.583657414]","[6.557892854, 8.749864555]","[6.526192038, 8.909695047]","[6.505887066, 9.064007935]","[6.495769756, 9.213566267]","[6.494769948, 9.35904796]","[6.501939839, 9.501055481]"
833192,1647060,577.4752288,0,1,2,"[1.714285714, 3.428571429]","[1.937613488, 3.777396335]","[2.18724121, 4.164498515]","[2.466185462, 4.59417973]","[2.777806126, 5.071228468]","[3.125845332, 5.600975079]","[3.514470822, 6.189353175]","[3.9483242, 6.842967935]","[4.432574635, 7.569172147]","[4.972978637, 8.376150842]","[5.575946593, 9.273015513]","[6.24861679, 10.26990894]","[6.998937778, 11.37812184]","[7.835760014, 12.61022267]"
1621127,1442280,1373.671827,0,1,2,"[1.714285714, 6.714285714]","[1.696899094, 7.045105388]","[1.689823805, 7.389628048]","[1.692277288, 7.748700622]","[1.703584304, 8.123186248]","[1.723165581, 8.513967677]","[1.750527787, 8.921950531]","[1.785254691, 9.348066451]","[1.826999364, 9.793276145]","[1.87547732, 10.25857237]","[1.930460476, 10.74498289]","[1.991771864, 11.25357332]","[2.059280994, 11.78545009]","[2.132899783, 12.34176328]"
678209,929051,1161.648382,1,0,1,"[1.714285714, 6.142857143]","[2.530881287, 6.837328581]","[3.497798928, 7.654683655]","[4.642169061, 8.617074135]","[5.996010856, 9.750644504]","[7.597111254, 11.08625045]","[9.490061297, 12.66030616]","[11.72747761, 14.51578339]","[14.37144173, 16.70338912]","[17.49519553, 19.28295349]","[21.18513767, 22.32506509]","[25.54317296, 25.91299659]","[30.68947588, 30.14497182]","[36.76573955, 35.13683352]"
714653,889487,1322.743306,0,1,2,"[6.0, 8.428571429]","[6.052967555, 9.314156793]","[6.125819503, 10.26509025]","[6.219626368, 11.2869502]","[6.335565488, 12.38575983]","[6.47492898, 13.56802336]","[6.639132372, 14.84076514]","[6.829723952, 16.21157188]","[7.04839489, 17.68863824]","[7.296990191, 19.28081594]","[7.577520529, 20.99766679]","[7.892175064, 22.84951985]","[8.243335276, 24.84753306]","[8.633589935, 27.00375972]"
722712,1111022,715.3000398,0,1,2,"[2.571428571, 4.857142857]","[2.725134087, 5.607846792]","[2.9041893, 6.448884611]","[3.111599059, 7.391842955]","[3.350755058, 8.449767167]","[3.62548447, 9.637345558]","[3.940104637, 10.97111658]","[4.299484714, 12.46970216]","[4.709115043, 14.15407027]","[5.175185228, 16.04783019]","[5.704672001, 18.17756474]","[6.305438157, 20.57320405]","[6.98634383, 23.26844579]","[7.75737166, 26.30122752]"
1559644,690192,324.2222963,0,1,2,"[1.0, 2.857142857]","[1.120793206, 3.4223394]","[1.263908022, 4.091210316]","[1.433442056, 4.882783916]","[1.634244916, 5.819578581]","[1.872056114, 6.928241949]","[2.153668214, 8.240306787]","[2.487119824, 9.79308468]","[2.881923901, 11.63072257]","[3.349337742, 13.80545132]","[3.902682245, 16.37906083]","[4.5577194, 19.42464244]","[5.333098553, 23.02864626]","[6.250883672, 27.29330836]"
1624248,1222573,1288.085399,0,1,2,"[0.285714286, 5.0]","[0.720378076, 5.070750777]","[1.152474186, 5.180430767]","[1.585483364, 5.329167852]","[2.022827063, 5.517397508]","[2.467895723, 5.745860353]","[2.924076263, 6.01560216]","[3.394779004, 6.327976284]","[3.883464258, 6.684648473]","[4.393668802, 7.087604061]","[4.929032447, 7.53915754]","[5.493324895, 8.041964556]","[6.090473097, 8.599036351]","[6.724589334, 9.213756744]"
638452,1456040,1296.450335,0,1,2,"[1.142857143, 2.0]","[1.293413777, 2.119401283]","[1.452178917, 2.248144067]","[1.619828257, 2.386863053]","[1.797082239, 2.536239222]","[1.984709359, 2.697003079]","[2.183529692, 2.869938142]","[2.394418668, 3.055884668]","[2.618311109, 3.255743647]","[2.856205549, 3.470481091]","[3.109168864, 3.70113262]","[3.378341202, 3.948808365]","[3.664941275, 4.214698229]","[3.970272018, 4.50007752]"
1742976,1052466,624.5775958,1,0,1,"[4.571428571, 1.428571429]","[5.214099525, 2.024351709]","[5.974492059, 2.737158186]","[6.874713804, 3.589088056]","[7.941031113, 4.606396492]","[9.20465092, 5.820278104]","[10.70264936, 7.267794954]","[12.47907458, 8.992978481]","[14.58625632, 11.04813775]","[17.08636074, 13.49541239]","[20.05323628, 16.40861562]","[23.5746046, 19.87542115]","[27.75466051, 23.99995725]","[32.71715625, 28.90588263]"
1568977,764374,1380.31151,1,0,1,"[2.285714286, 7.0]","[2.499569838, 7.018495634]","[2.712284806, 7.043935448]","[2.924099049, 7.076224245]","[3.135247287, 7.115275536]","[3.34595942, 7.161011314]","[3.556460868, 7.213361798]","[3.766972852, 7.272265247]","[3.977712735, 7.337667715]","[4.188894255, 7.409522905]","[4.400727885, 7.487791927]","[4.613421014, 7.572443191]","[4.827178298, 7.663452188]","[5.042201869, 7.760801364]"
636766,853146,40.12994072,1,0,1,"[3.428571429, 0.428571429]","[3.466290621, 0.586513136]","[3.511849377, 0.74323585]","[3.56522708, 0.899142993]","[3.626422533, 1.054629194]","[3.695453625, 1.210081389]","[3.772357052, 1.365879904]","[3.857188081, 1.522399491]","[3.950020378, 1.68001032]","[4.050945861, 1.839078984]","[4.160074623, 1.999969427]","[4.27753488, 2.163043878]","[4.403472981, 2.328663788]","[4.538053446, 2.497190659]"
1583841,650712,733.5229251,1,0,1,"[0.285714286, 1.428571429]","[0.467753881, 1.653124844]","[0.699073556, 1.917419196]","[0.99096592, 2.229040029]","[1.357163101, 2.597081541]","[1.814350992, 3.032452754]","[2.382790671, 3.548246372]","[3.087069222, 4.160183176]","[3.957006721, 4.887147497]","[5.02875169, 5.751832399]","[6.346103918, 6.781517079]","[7.962111546, 8.00900353]","[9.940998919, 9.473745015]","[12.36049318, 11.2232055]"
901529,683335,134.0758496,0,1,2,"[1.142857143, 1.714285714]","[1.264486657, 1.929541261]","[1.400944111, 2.171194528]","[1.554045931, 2.442479486]","[1.725831014, 2.747026086]","[1.918587962, 3.08890871]","[2.134885641, 3.472700512]","[2.377607452, 3.903534379]","[2.649989828, 4.387171365]","[2.955665402, 4.930077439]","[3.298711437, 5.539509559]","[3.683704172, 6.223612225]","[4.115779785, 6.991525785]","[4.600702794, 7.853507895]"
745710,1764985,441.4326173,1,0,1,"[5.571428571, 7.285714286]","[6.350130165, 6.918598232]","[7.134042245, 6.64920214]","[7.930684537, 6.46740299]","[8.747134405, 6.364728885]","[9.590131513, 6.334148437]","[10.4661712, 6.369890475]","[11.38158822, 6.467290167]","[12.34263246, 6.622658009]","[13.35553798, 6.833168519]","[14.42658659, 7.09676607]","[15.56216704, 7.412085597]","[16.76883063, 7.778386257]","[18.05334419, 8.195496378]"
1780559,1191200,150.4467838,1,0,1,"[5.285714286, 1.0]","[5.834337967, 1.311410678]","[6.455495643, 1.637342384]","[7.15677269, 1.981999348]","[7.946748937, 2.349795085]","[8.835103225, 2.745409115]","[9.832731586, 3.173846688]","[10.95188033, 3.640502204]","[12.20629575, 4.151227195]","[13.61139227, 4.712403723]","[15.18444102, 5.331024067]","[16.94478102, 6.014777695]","[18.91405567, 6.772146609]","[21.1164772, 7.612510204]"
1165166,703722,719.6426409,0,1,2,"[8.142857143, 4.571428571]","[8.187356514, 4.848986337]","[8.242588512, 5.134036052]","[8.308672296, 5.426976819]","[8.38574143, 5.728219545]","[8.473944103, 6.038187494]","[8.573443385, 6.357316876]","[8.684417493, 6.68605746]","[8.807060073, 7.02487317]","[8.94158052, 7.374242757]","[9.088204295, 7.734660436]","[9.247173278, 8.106636568]","[9.418746152, 8.490698401]","[9.60319876, 8.88739071]"
1253232,1010342,975.6876485,1,0,1,"[0.428571429, 0.428571429]","[0.498759806, 0.438691082]","[0.577075302, 0.452417341]","[0.664595425, 0.470088796]","[0.762532701, 0.492093451]","[0.872251988, 0.518874698]","[0.995289983, 0.550938054]","[1.133377194, 0.588858774]","[1.288462727, 0.633290459]","[1.462742207, 0.684974764]","[1.658689245, 0.744752356]","[1.879090901, 0.813575283]","[2.127087678, 0.892520929]","[2.406218576, 0.982807758]"
898920,615675,961.974437,0,1,2,"[5.428571429, 1.714285714]","[5.408779696, 2.20320552]","[5.404628391, 2.683613355]","[5.415637161, 3.157098724]","[5.441382114, 3.62518408]","[5.48149294, 4.08933105]","[5.535650273, 4.550946303]","[5.603583266, 5.011387078]","[5.685067376, 5.471966417]","[5.779922325, 5.93395816]","[5.888010289, 6.398601555]","[6.009234219, 6.867105738]","[6.143536303, 7.340654059]","[6.290896687, 7.820407896]"
1014722,1039561,360.3717617,1,0,1,"[4.0, 7.857142857]","[4.586484911, 7.461818448]","[5.170756629, 7.131278099]","[5.756428605, 6.860256087]","[6.346939126, 6.644110283]","[6.945580739, 6.47876271]","[7.555527315, 6.360646461]","[8.179859012, 6.28665839]","[8.821585406, 6.254116968]","[9.483667015, 6.260724805]","[10.16903541, 6.304535373]","[10.88061215, 6.38392351]","[11.62132664, 6.497559342]","[12.39413312, 6.644385294]"
1063460,1589507,1386.979009,1,0,1,"[6.714285714, 6.857142857]","[7.428245743, 6.726244724]","[8.182519905, 6.615262537]","[8.980509758, 6.524246545]","[9.825835906, 6.453315332]","[10.7223547, 6.402657656]","[11.67417606, 6.372534558]","[12.68568248, 6.363281757]","[13.76154935, 6.375312344]","[14.90676663, 6.409119783]","[16.12666207, 6.465281265]","[17.42692585, 6.544461363]","[18.81363693, 6.647416086]","[20.29329141, 6.774997315]"
1679836,807069,1179.529916,1,0,1,"[0.285714286, 6.142857143]","[0.900488947, 6.609762109]","[1.605294153, 7.150359266]","[2.413826312, 7.775824698]","[3.341861308, 8.499030945]","[4.407569906, 9.334804149]","[5.6318809, 10.30022008]","[7.038899199, 11.41494488]","[8.65638703, 12.70162714]","[10.51631789, 14.1863492]","[12.65551409, 15.8991463]","[15.11638013, 17.87460368]","[17.94774697, 20.1525436]","[21.20584233, 22.77881467]"
1635713,1082561,1103.469795,0,1,2,"[4.428571429, 8.142857143]","[4.298944404, 9.173531021]","[4.229991673, 10.28821922]","[4.218701851, 11.49855]","[4.262920956, 12.81699249]","[4.36129429, 14.25698931]","[4.513220782, 15.83309692]","[4.718818675, 17.56113545]","[4.978901762, 19.45834938]","[5.294965471, 21.5435808]","[5.669182247, 23.83745696]","[6.104405831, 26.36259384]","[6.604184165, 29.14381787]","[7.172780762, 32.20840776]"
1675434,1053240,151.5136071,1,0,1,"[3.571428571, 1.857142857]","[3.927507483, 2.002031912]","[4.31778819, 2.163208103]","[4.745631263, 2.34212709]","[5.214722657, 2.54039413]","[5.729105452, 2.759778149]","[6.293214677, 3.002227217]","[6.9119155, 3.269885543]","[7.590545119, 3.565112153]","[8.334958708, 3.890501394]","[9.151579801, 4.248905455]","[10.04745555, 4.643459084]","[11.03031734, 5.07760672]","[12.1086472, 5.555132267]"
1047647,1192493,848.1802881,0,1,2,"[4.285714286, 4.857142857]","[4.760316729, 5.836467995]","[5.319587585, 6.984882757]","[5.978219404, 8.331770141]","[6.753456109, 9.911613744]","[7.665535459, 11.76488177]","[8.738208033, 13.93906367]","[9.999345977, 16.48988586]","[11.4816567, 19.4827365]","[13.22351965, 22.99433554]","[15.26996739, 27.11469193]","[17.67383489, 31.94939528]","[20.49710625, 37.6222998]","[23.81249207, 44.2786659]"
